County,State,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander
Shelby, Kentucky,"39,541","3,892",451,470,136
Simpson, Kentucky,"15,644","1,918",142,168,14
Spencer, Kentucky,"17,008",388,130,107,20
Taylor, Kentucky,"23,181","1,531",138,192,27
Todd, Kentucky,"11,539","1,146",99,38,12
Trigg, Kentucky,"13,125","1,275",131,93,19
Trimble, Kentucky,"8,627",125,91,60,12
Union, Kentucky,"13,011","2,105",97,88,15
Warren, Kentucky,"101,874","12,141",938,"4,047",323
Washington, Kentucky,"11,050",847,55,57,7
Wayne, Kentucky,"20,267",459,161,110,25
Webster, Kentucky,"12,791",683,106,65,56
Whitley, Kentucky,"35,078",419,354,198,37
Wolfe, Kentucky,"7,141",29,49,8,3
Woodford, Kentucky,"23,434","1,545",143,216,46
Acadia, Louisiana,"50,180","11,845",390,274,35
Allen, Louisiana,"18,694","6,170",816,241,31
Ascension, Louisiana,"84,826","26,027",863,"1,549",169
Assumption, Louisiana,"15,961","7,000",225,99,24
Avoyelles, Louisiana,"28,444","12,674",849,269,39
Beauregard, Louisiana,"30,619","5,291",776,423,76
Bienville, Louisiana,"8,107","6,043",142,61,4
Bossier, Louisiana,"93,457","27,334","1,605","3,163",332
Caddo, Louisiana,"129,376","124,596","2,722","3,998",332
Calcasieu, Louisiana,"141,658","50,784","2,374","2,952",258
Caldwell, Louisiana,"8,238","1,777",84,41,2
Cameron, Louisiana,"6,495",162,62,21,1
Catahoula, Louisiana,"6,918","3,338",62,20,3
Claiborne, Louisiana,"8,123","8,615",154,102,9
Concordia, Louisiana,"11,986","8,385",138,77,14
De Soto, Louisiana,"16,303","10,511",432,86,23
East Baton Rouge, Louisiana,"224,009","207,444","3,163","15,302",345
East Carroll, Louisiana,"2,332","5,209",49,57,3
East Feliciana, Louisiana,"10,927","9,010",173,122,16
Evangeline, Louisiana,"23,736","9,754",206,194,19
Franklin, Louisiana,"13,963","6,623",123,82,15
Grant, Louisiana,"18,274","3,618",401,120,23
Iberia, Louisiana,"47,428","24,461",649,"2,234",85
Iberville, Louisiana,"16,799","16,419",170,175,18
Jackson, Louisiana,"11,338","4,880",127,76,14
Jefferson, Louisiana,"295,794","119,921","5,122","19,871",610
Jefferson Davis, Louisiana,"25,731","5,766",340,153,28
Lafayette, Louisiana,"162,856","60,945","1,901","4,325",241
Lafourche, Louisiana,"80,048","13,853","3,703",991,106
La Salle, Louisiana,"12,823","1,890",224,48,11
Lincoln, Louisiana,"26,501","19,662",381,"1,027",74
Livingston, Louisiana,"122,794","8,161","1,235","1,072",76
Madison, Louisiana,"4,546","7,653",71,51,4
Morehouse, Louisiana,"14,196","13,163",166,168,27
Natchitoches, Louisiana,"22,322","16,690",807,353,53
Orleans, Louisiana,"132,830","226,400","3,607","12,540",543
Ouachita, Louisiana,"95,595","58,431","1,181","1,947",165
Plaquemines, Louisiana,"17,629","5,163",673,964,58
Pointe Coupee, Louisiana,"14,410","8,312",155,110,6
Rapides, Louisiana,"86,713","43,367","2,149","2,228",131
Red River, Louisiana,"5,429","3,589",59,17,5
Richland, Louisiana,"13,308","7,539",145,98,9
Sabine, Louisiana,"17,980","4,312","2,705",158,21
St. Bernard, Louisiana,"31,646","8,980",759,"1,116",76
St. Charles, Louisiana,"37,783","14,281",492,651,53
St. Helena, Louisiana,"5,121","5,932",99,25,9
St. James, Louisiana,"10,762","10,908",101,78,7
St. John the Baptist, Louisiana,"19,794","24,675",322,453,71
St. Landry, Louisiana,"48,120","35,186",594,499,61
St. Martin, Louisiana,"35,832","16,524",447,555,39
St. Mary, Louisiana,"33,983","18,051","1,382","1,087",81
St. Tammany, Louisiana,"205,775","30,092","2,894","4,341",322
Tangipahoa, Louisiana,"84,669","38,252","1,148","1,168",139
Tensas, Louisiana,"2,198","2,783",22,19,3
Terrebonne, Louisiana,"82,455","22,349","7,670","1,542",268
Union, Louisiana,"16,248","6,103",158,66,23
Vermilion, Louisiana,"48,511","9,001",519,"1,425",42
Vernon, Louisiana,"43,789","8,878","1,491","1,646",402
Washington, Louisiana,"32,008","14,580",417,209,27
Webster, Louisiana,"26,827","13,933",431,256,33
West Baton Rouge, Louisiana,"14,848","9,203",150,169,28
West Carroll, Louisiana,"9,535","1,925",108,58,7
West Feliciana, Louisiana,"8,246","7,180",67,44,6
Winn, Louisiana,"10,213","4,718",183,78,16
Androscoggin, Maine,"102,191","5,081","1,231","1,264",129
Aroostook, Maine,"68,586",765,"1,843",479,59
Cumberland, Maine,"268,819","9,402","2,769","7,971",264
Franklin, Maine,"30,202",204,364,256,22
Hancock, Maine,"53,435",483,607,697,23
Kennebec, Maine,"119,208","1,411","1,669","1,395",122
Knox, Maine,"38,989",379,523,290,25
Lincoln, Maine,"33,643",264,365,287,15
Oxford, Maine,"56,631",449,760,528,57
Penobscot, Maine,"148,823","1,941","3,109","1,950",125
Piscataquis, Maine,"16,934",152,225,153,13
Sagadahoc, Maine,"34,371",510,394,418,30
Somerset, Maine,"50,993",426,671,426,41
Waldo, Maine,"38,289",310,530,268,25
Washington, Maine,"30,495",269,"2,024",249,24
York, Maine,"194,606","2,189","1,998","2,997",128
Allegany, Maryland,"67,031","6,834",384,775,78
Anne Arundel, Maryland,"436,711","96,904","6,093","25,821","1,395"
Baltimore, Maryland,"544,778","232,592","8,347","50,893","1,299"
Calvert, Maryland,"75,687","13,179","1,014","2,223",193
Caroline, Maryland,"27,281","5,087",384,387,147
Carroll, Maryland,"158,301","6,816",986,"3,607",177
Cecil, Maryland,"93,292","7,775",945,"1,669",162
Charles, Maryland,"79,335","67,820","2,850","6,425",392
Dorchester, Maryland,"22,879","9,504",312,439,51
Frederick, Maryland,"205,843","25,067","2,411","12,377",434
Garrett, Maryland,"29,371",412,114,147,22
Harford, Maryland,"207,364","35,974","2,183","8,798",485
Howard, Maryland,"194,998","59,884","3,534","51,701",565
Kent, Maryland,"16,763","3,253",134,270,31
Montgomery, Maryland,"660,456","199,149","14,189","162,527","2,345"
Prince George''s, Maryland,"248,585","593,750","17,844","45,107","2,513"
Queen Anne''s, Maryland,"44,397","3,770",393,758,48
St. Mary''s, Maryland,"89,617","17,424","1,188","4,032",252
Somerset, Maryland,"14,646","11,501",255,301,39
Talbot, Maryland,"32,290","5,348",247,655,86
Washington, Maryland,"130,481","18,049","1,145","2,993",242
Wicomico, Maryland,"71,860","26,599",858,"3,395",239
Worcester, Maryland,"43,566","7,606",402,799,75
Baltimore city, Maryland,"204,968","403,367","7,243","19,178","1,076"
Barnstable, Massachusetts,"205,210","6,792","2,783","3,645",299
Berkshire, Massachusetts,"123,845","5,565",995,"2,424",179
Bristol, Massachusetts,"510,640","29,821","6,301","13,871","1,180"
Dukes, Massachusetts,"15,786",851,431,264,58
Essex, Massachusetts,"677,005","54,723","10,360","29,981","1,762"
Franklin, Massachusetts,"69,078","1,514",824,"1,458",130
Hampden, Massachusetts,"401,341","56,617","7,104","12,019","1,224"
Hampshire, Massachusetts,"146,372","6,165","1,266","9,494",298
Middlesex, Massachusetts,"1,291,571","93,719","9,675","172,916","2,430"
Nantucket, Massachusetts,"9,310",867,51,168,12
Norfolk, Massachusetts,"570,893","48,892","3,559","69,900",891
Plymouth, Massachusetts,"441,472","51,632","3,945","9,163","1,058"
Suffolk, Massachusetts,"487,529","196,869","11,571","70,705","2,582"
Worcester, Massachusetts,"725,791","48,281","6,939","39,643","1,093"
Alcona, Michigan,"10,466",49,133,37,6
Alger, Michigan,"8,439",717,566,67,7
Allegan, Michigan,"108,641","2,362","1,678","1,078",91
Alpena, Michigan,"28,791",254,305,215,22
Antrim, Michigan,"23,002",174,454,95,18
Arenac, Michigan,"15,210",136,292,79,16
Baraga, Michigan,"6,823",733,"1,493",52,3
Barry, Michigan,"58,134",562,683,355,30
Bay, Michigan,"103,789","2,850","1,443",887,59
Benzie, Michigan,"16,976",182,387,82,10
Berrien, Michigan,"127,546","26,167","2,226","3,457",289
Branch, Michigan,"42,432","1,098",506,443,29
Calhoun, Michigan,"116,370","17,434","2,266","2,993",204
Cass, Michigan,"48,245","3,654","1,151",586,58
Charlevoix, Michigan,"25,383",219,716,155,29
Cheboygan, Michigan,"24,758",297,"1,283",155,29
Chippewa, Michigan,"29,771","2,876","7,469",470,71
Clare, Michigan,"30,233",306,487,146,29
Clinton, Michigan,"73,040","2,072",839,"1,464",80
Crawford, Michigan,"13,735",145,180,79,11
Delta, Michigan,"35,650",300,"1,424",284,34
Dickinson, Michigan,"25,816",203,352,209,27
Eaton, Michigan,"98,011","8,622","1,484","2,420",112
Emmet, Michigan,"31,268",384,"1,704",291,30
Genesee, Michigan,"323,198","93,256","6,364","5,723",342
Gladwin, Michigan,"25,195",164,288,113,7
Gogebic, Michigan,"14,895",752,556,102,9
Grand Traverse, Michigan,"85,968","1,698","1,806",961,86
Gratiot, Michigan,"39,109","2,571",485,258,18
Hillsdale, Michigan,"45,578",451,526,267,18
Houghton, Michigan,"34,886",440,487,"1,138",34
Huron, Michigan,"32,003",238,246,217,13
Ingham, Michigan,"229,320","40,529","4,746","17,747",438
Ionia, Michigan,"60,066","3,488",778,421,44
Iosco, Michigan,"24,850",280,431,210,32
Iron, Michigan,"11,363",87,213,56,8
Isabella, Michigan,"64,772","2,595","3,512","1,559",96
Jackson, Michigan,"144,772","15,830","1,815","1,753",139
Kalamazoo, Michigan,"217,896","33,685","3,778","7,966",365
Kalkaska, Michigan,"16,746",161,317,89,22
Kent, Michigan,"529,458","73,706","9,582","18,640",983
Keweenaw, Michigan,"2,203",12,12,8,0
Lake, Michigan,"10,285","1,174",232,65,14
Lapeer, Michigan,"86,332","1,424","1,043",555,39
Leelanau, Michigan,"20,596",179,"1,029",159,17
Lenawee, Michigan,"95,118","3,600","1,322",805,80
Livingston, Michigan,"179,500","1,636","1,841","2,307",163
Luce, Michigan,"5,424",769,476,37,8
Mackinac, Michigan,"9,028",191,"2,423",66,9
Macomb, Michigan,"731,333","92,235","8,477","33,316","1,036"
Manistee, Michigan,"23,145",951,856,125,21
Marquette, Michigan,"64,904","1,518","2,020",625,60
Mason, Michigan,"27,933",410,556,204,15
Mecosta, Michigan,"41,274","1,638",739,485,47
Menominee, Michigan,"22,897",200,842,125,15
Midland, Michigan,"80,537","1,557",877,"2,105",88
Missaukee, Michigan,"14,778",125,215,74,4
Monroe, Michigan,"145,929","4,623","1,536","1,271",98
Montcalm, Michigan,"60,821","1,868",845,406,63
Montmorency, Michigan,"9,373",68,116,40,9
Muskegon, Michigan,"142,854","26,781","3,385","1,630",173
Newaygo, Michigan,"46,774",818,753,276,28
Oakland, Michigan,"965,559","186,276","11,616","83,177","1,306"
Oceana, Michigan,"25,632",306,601,125,28
Ogemaw, Michigan,"21,082",156,378,111,15
Ontonagon, Michigan,"6,303",45,128,28,5
Osceola, Michigan,"22,898",334,359,99,16
Oscoda, Michigan,"8,490",64,142,23,4
Otsego, Michigan,"23,604",263,394,166,21
Ottawa, Michigan,"255,355","6,643","2,966","8,835",256
Presque Isle, Michigan,"12,892",116,170,70,3
Roscommon, Michigan,"23,723",224,345,147,9
Saginaw, Michigan,"155,839","41,047","2,276","2,878",248
St. Clair, Michigan,"154,806","5,551","2,056","1,313",117
St. Joseph, Michigan,"58,386","2,317",742,608,51
Sanilac, Michigan,"41,669",373,452,219,20
Schoolcraft, Michigan,"7,539",75,975,43,5
Shiawassee, Michigan,"68,145",746,806,469,64
Tuscola, Michigan,"53,487",833,681,262,40
Van Buren, Michigan,"70,652","4,054","1,731",688,86
Washtenaw, Michigan,"274,181","51,070","4,468","33,395",528
Wayne, Michigan,"1,011,630","738,798","22,845","61,436","1,800"
Wexford, Michigan,"32,044",324,480,291,35
Aitkin, Minnesota,"15,385",159,510,82,13
Anoka, Minnesota,"302,825","20,383","5,533","16,387",384
Becker, Minnesota,"30,099",298,"3,369",266,26
Beltrami, Minnesota,"35,261",652,"10,374",513,68
Benton, Minnesota,"37,353","1,185",358,584,21
Big Stone, Minnesota,"5,107",30,46,17,0
Blue Earth, Minnesota,"61,281","2,419",500,"1,804",61
Brown, Minnesota,"25,122",165,97,211,12
Carlton, Minnesota,"32,536",718,"2,625",309,22
Carver, Minnesota,"89,505","1,816",662,"3,282",91
Cass, Minnesota,"24,812",227,"3,772",205,22
Chippewa, Minnesota,"11,728",133,193,108,125
Chisago, Minnesota,"51,899",929,627,640,46
Clay, Minnesota,"57,391","1,360","1,391","1,181",69
Clearwater, Minnesota,"7,848",81,979,63,13
Cook, Minnesota,"4,662",72,531,48,7
Cottonwood, Minnesota,"11,095",176,121,383,27
Crow Wing, Minnesota,"61,672",715,973,438,47
Dakota, Minnesota,"362,017","26,544","4,945","22,074",697
Dodge, Minnesota,"19,927",211,152,174,22
Douglas, Minnesota,"35,906",319,285,264,30
Faribault, Minnesota,"14,067",112,127,76,8
Fillmore, Minnesota,"20,699",122,96,131,11
Freeborn, Minnesota,"30,242",463,258,437,48
Goodhue, Minnesota,"44,892",822,844,484,58
Grant, Minnesota,"5,876",50,41,27,10
Hennepin, Minnesota,"940,092","166,749","25,492","89,930","2,034"
Houston, Minnesota,"18,534",246,124,146,9
Hubbard, Minnesota,"19,649",198,750,126,27
Isanti, Minnesota,"37,412",468,492,491,47
Itasca, Minnesota,"43,207",400,"2,382",287,55
Jackson, Minnesota,"10,037",93,81,212,9
Kanabec, Minnesota,"15,749",155,229,103,15
Kandiyohi, Minnesota,"40,583","1,487",375,350,56
Kittson, Minnesota,"4,459",23,20,24,3
Koochiching, Minnesota,"12,735",159,472,84,13
Lac qui Parle, Minnesota,"7,039",41,41,59,11
Lake, Minnesota,"10,673",88,138,63,5
Lake of the Woods, Minnesota,"3,886",39,70,50,3
Le Sueur, Minnesota,"27,269",233,220,271,19
Lincoln, Minnesota,"5,781",21,25,28,3
Lyon, Minnesota,"24,059",800,277,800,26
McLeod, Minnesota,"35,373",377,236,335,34
Mahnomen, Minnesota,"3,230",79,"2,703",32,9
Marshall, Minnesota,"9,313",66,110,42,12
Martin, Minnesota,"20,169",158,139,182,17
Meeker, Minnesota,"22,799",172,130,102,23
Mille Lacs, Minnesota,"23,926",257,"1,811",184,18
Morrison, Minnesota,"32,682",280,296,202,29
Mower, Minnesota,"37,123","1,493",329,912,83
Murray, Minnesota,"8,420",69,54,93,7
Nicollet, Minnesota,"31,618",919,265,593,19
Nobles, Minnesota,"19,076",953,393,"1,437",55
Norman, Minnesota,"6,444",62,227,43,4
Olmsted, Minnesota,"129,887","9,245","1,120","9,796",218
Otter Tail, Minnesota,"56,006",767,689,463,70
Pennington, Minnesota,"13,499",288,375,148,5
Pine, Minnesota,"27,408",806,"1,233",254,26
Pipestone, Minnesota,"9,032",172,204,109,4
Polk, Minnesota,"30,317",533,860,331,27
Pope, Minnesota,"10,788",94,81,59,3
Ramsey, Minnesota,"386,986","69,274","10,767","71,333","1,039"
Red Lake, Minnesota,"3,947",58,112,14,6
Redwood, Minnesota,"14,499",171,943,526,12
Renville, Minnesota,"15,066",134,234,116,12
Rice, Minnesota,"60,572","2,741",643,"1,772",101
Rock, Minnesota,"9,353",121,87,91,4
Roseau, Minnesota,"14,835",121,313,445,10
St. Louis, Minnesota,"190,516","4,565","6,978","2,725",213
Scott, Minnesota,"121,177","5,180","2,152","9,152",234
Sherburne, Minnesota,"86,086","2,326",970,"1,523",64
Sibley, Minnesota,"14,883",150,112,131,7
Stearns, Minnesota,"142,360","6,372","1,232","3,871",175
Steele, Minnesota,"34,880","1,237",263,433,25
Stevens, Minnesota,"9,303",177,218,206,16
Swift, Minnesota,"9,421",133,97,43,5
Todd, Minnesota,"24,104",244,280,188,69
Traverse, Minnesota,"3,270",34,171,15,7
Wabasha, Minnesota,"21,136",182,140,145,13
Wadena, Minnesota,"13,406",211,195,96,5
Waseca, Minnesota,"18,413",575,241,195,18
Washington, Minnesota,"219,739","12,106","2,598","14,539",296
Watonwan, Minnesota,"10,749",189,172,140,7
Wilkin, Minnesota,"6,468",46,112,42,5
Winona, Minnesota,"49,170",872,384,"1,377",29
Wright, Minnesota,"123,816","2,310","1,077","2,184",103
Yellow Medicine, Minnesota,"9,714",91,423,77,11
Adams, Mississippi,"14,626","17,370",252,204,21
Alcorn, Mississippi,"32,470","4,682",262,178,23
Amite, Mississippi,"7,542","5,407",72,39,7
Attala, Mississippi,"10,916","8,126",98,81,10
Benton, Mississippi,"5,436","3,270",66,18,5
Bolivar, Mississippi,"11,729","22,142",137,262,29
Calhoun, Mississippi,"10,559","4,326",74,35,5
Carroll, Mississippi,"6,904","3,519",63,31,7
Chickasaw, Mississippi,"9,796","7,623",97,89,14
Choctaw, Mississippi,"5,752","2,567",62,40,9
Claiborne, Mississippi,"1,392","7,957",40,59,7
Clarke, Mississippi,"10,749","5,738",97,53,8
Clay, Mississippi,"8,332","12,071",82,70,8
Coahoma, Mississippi,"6,160","19,396",90,172,20
Copiah, Mississippi,"14,023","14,883",142,149,23
Covington, Mississippi,"12,484","7,063",98,77,12
DeSoto, Mississippi,"124,247","40,123","1,238","2,748",252
Forrest, Mississippi,"47,448","28,860",638,910,124
Franklin, Mississippi,"5,104","2,806",40,18,3
George, Mississippi,"20,795","2,033",174,80,9
Greene, Mississippi,"10,373","3,917",86,35,6
Grenada, Mississippi,"12,401","9,149",106,121,12
Hancock, Mississippi,"40,890","3,954",655,648,53
Harrison, Mississippi,"141,220","47,482","2,494","7,141",485
Hinds, Mississippi,"71,374","175,434","1,169","2,393",189
Holmes, Mississippi,"3,094","15,613",64,79,5
Humphreys, Mississippi,"2,256","6,943",46,43,5
Issaquena, Mississippi,480,902,7,6,0
Itawamba, Mississippi,"21,739","1,563",122,81,6
Jackson, Mississippi,"105,233","31,947","1,506","3,814",240
Jasper, Mississippi,"7,827","8,705",72,45,12
Jefferson, Mississippi,"1,089","6,562",30,15,2
Jefferson Davis, Mississippi,"4,849","7,221",77,36,7
Jones, Mississippi,"47,915","20,153",613,442,54
Kemper, Mississippi,"3,732","6,304",399,26,5
Lafayette, Mississippi,"36,885","12,311",359,"1,421",90
Lamar, Mississippi,"45,240","11,890",383,834,49
Lauderdale, Mississippi,"44,683","34,955",490,779,91
Lawrence, Mississippi,"8,575","3,944",80,56,5
Leake, Mississippi,"12,100","9,615","1,670",116,13
Lee, Mississippi,"60,055","24,548",490,802,60
Leflore, Mississippi,"8,314","23,013",227,224,16
Lincoln, Mississippi,"23,979","10,823",184,178,27
Lowndes, Mississippi,"32,919","26,435",362,585,76
Madison, Mississippi,"57,838","38,253",665,"2,497",155
Marion, Mississippi,"17,663","8,721",128,120,22
Marshall, Mississippi,"18,970","17,512",234,126,27
Monroe, Mississippi,"25,086","11,312",218,117,15
Montgomery, Mississippi,"5,717","4,843",44,47,1
Neshoba, Mississippi,"18,318","6,527","5,079",193,31
Newton, Mississippi,"13,901","6,614","1,103",121,14
Noxubee, Mississippi,"3,102","8,093",53,40,4
Oktibbeha, Mississippi,"29,363","18,217",265,"1,661",67
Panola, Mississippi,"17,225","17,185",224,150,25
Pearl River, Mississippi,"47,596","7,367",762,409,75
Perry, Mississippi,"9,627","2,464",83,41,8
Pike, Mississippi,"18,671","21,209",248,305,20
Pontotoc, Mississippi,"25,664","4,767",340,123,29
Prentiss, Mississippi,"21,626","3,740",154,96,12
Quitman, Mississippi,"2,356","5,444",48,25,6
Rankin, Mississippi,"114,612","29,081",871,"2,032",198
Scott, Mississippi,"17,069","10,978",267,152,161
Sharkey, Mississippi,"1,367","3,433",11,20,0
Simpson, Mississippi,"17,383","9,851",161,138,48
Smith, Mississippi,"12,493","3,892",51,28,7
Stone, Mississippi,"14,295","3,664",179,112,13
Sunflower, Mississippi,"7,549","20,778",147,115,16
Tallahatchie, Mississippi,"6,379","8,606",118,154,21
Tate, Mississippi,"19,562","8,948",187,138,33
Tippah, Mississippi,"18,283","3,738",142,78,15
Tishomingo, Mississippi,"18,922",626,151,61,13
Tunica, Mississippi,"2,559","7,879",59,96,19
Union, Mississippi,"23,130","4,274",204,114,48
Walthall, Mississippi,"8,320","6,763",132,71,17
Warren, Mississippi,"24,637","23,072",305,513,31
Washington, Mississippi,"13,872","35,889",217,384,49
Wayne, Mississippi,"12,519","8,123",119,70,19
Webster, Mississippi,"8,011","2,062",59,26,5
Wilkinson, Mississippi,"2,816","6,636",38,13,6
Winston, Mississippi,"10,032","8,794",254,60,13
Yalobusha, Mississippi,"7,636","4,780",75,41,5
Yazoo, Mississippi,"11,809","16,253",201,191,32
Adair, Missouri,"24,507",603,215,649,39
Andrew, Missouri,"17,189",201,166,106,14
Atchison, Missouri,"5,439",86,39,17,5
Audrain, Missouri,"23,650","1,983",203,179,35
Barry, Missouri,"34,495",279,822,552,32
Barton, Missouri,"12,101",136,357,82,21
Bates, Missouri,"16,394",238,257,56,10
Benton, Missouri,"18,672",139,299,105,12
Bollinger, Missouri,"12,241",74,155,45,4
Boone, Missouri,"144,649","18,405","2,047","8,073",327
Buchanan, Missouri,"82,772","6,330","1,114","1,212",330
Butler, Missouri,"40,056","2,795",706,433,42
Caldwell, Missouri,"8,993",110,124,42,16
Callaway, Missouri,"41,794","2,372",639,367,51
Camden, Missouri,"43,109",398,543,331,33
Cape Girardeau, Missouri,"69,964","6,497",670,"1,163",68
Carroll, Missouri,"8,855",259,78,37,10
Carter, Missouri,"6,154",61,142,23,9
Cass, Missouri,"95,015","4,542","1,450","1,135",163
Cedar, Missouri,"13,623",88,240,72,15
Chariton, Missouri,"7,473",199,50,14,2
Christian, Missouri,"78,110","1,038","1,251",790,111
Clark, Missouri,"6,919",37,46,49,5
Clay, Missouri,"207,301","15,538","3,373","6,459",917
Clinton, Missouri,"19,928",483,288,145,22
Cole, Missouri,"66,258","9,713",714,"1,214",133
Cooper, Missouri,"16,080","1,397",198,132,31
Crawford, Missouri,"24,479",178,299,127,28
Dade, Missouri,"7,429",78,194,37,10
Dallas, Missouri,"16,520",116,354,69,26
Daviess, Missouri,"8,178",79,83,31,11
De Kalb, Missouri,"11,309","1,512",116,67,27
Dent, Missouri,"15,349",148,311,115,21
Douglas, Missouri,"13,451",99,258,70,5
Dunklin, Missouri,"28,403","3,526",293,169,25
Franklin, Missouri,"99,568","1,408",888,678,84
Gasconade, Missouri,"14,812",99,120,108,16
Gentry, Missouri,"6,732",53,47,31,2
Greene, Missouri,"264,422","11,801","5,005","6,437",629
Grundy, Missouri,"10,146",107,114,70,8
Harrison, Missouri,"8,642",79,95,46,14
Henry, Missouri,"21,663",385,320,108,24
Hickory, Missouri,"9,260",63,187,40,14
Holt, Missouri,"4,575",19,65,25,5
Howard, Missouri,"9,529",639,118,54,18
Howell, Missouri,"39,961",295,714,338,29
Iron, Missouri,"10,161",206,162,38,8
Jackson, Missouri,"494,446","174,043","11,231","15,345","3,072"
Jasper, Missouri,"108,953","3,761","3,869","1,615",696
Jefferson, Missouri,"215,805","3,200","1,952","2,139",138
Johnson, Missouri,"50,413","3,121",831,"1,395",245
Knox, Missouri,"4,042",35,35,25,2
Laclede, Missouri,"34,664",475,579,292,49
Lafayette, Missouri,"31,978","1,055",431,245,74
Lawrence, Missouri,"37,704",333,795,254,56
Lewis, Missouri,"9,746",411,82,58,15
Lincoln, Missouri,"51,848","1,439",544,367,65
Linn, Missouri,"12,321",180,95,56,6
Livingston, Missouri,"14,487",515,128,80,15
McDonald, Missouri,"21,219",465,"1,222",332,376
Macon, Missouri,"15,072",503,144,115,21
Madison, Missouri,"12,265",99,114,101,10
Maries, Missouri,"8,874",67,116,33,10
Marion, Missouri,"27,048","1,837",237,261,46
Mercer, Missouri,"3,667",23,41,25,5
Miller, Missouri,"24,366",266,390,124,62
Mississippi, Missouri,"10,801","3,537",89,48,14
Moniteau, Missouri,"14,939",634,183,83,26
Monroe, Missouri,"8,384",319,68,51,7
Montgomery, Missouri,"11,741",262,114,70,13
Morgan, Missouri,"19,737",249,380,112,16
New Madrid, Missouri,"15,396","3,092",157,126,17
Newton, Missouri,"55,577",946,"2,617","1,059",596
Nodaway, Missouri,"22,332",704,146,437,18
Oregon, Missouri,"10,760",77,279,59,13
Osage, Missouri,"13,749",83,66,28,8
Ozark, Missouri,"9,527",72,144,32,4
Pemiscot, Missouri,"13,136","5,008",146,72,15
Perry, Missouri,"18,712",160,181,121,30
Pettis, Missouri,"40,190","1,813",571,405,105
Phelps, Missouri,"42,162","1,447",828,"1,593",79
Pike, Missouri,"17,059","1,516",130,70,14
Platte, Missouri,"83,011","6,621","1,223","2,892",533
Polk, Missouri,"30,298",409,491,292,33
Pulaski, Missouri,"44,449","7,479","1,236","2,286",580
Putnam, Missouri,"4,881",28,37,27,3
Ralls, Missouri,"10,079",170,66,43,24
Randolph, Missouri,"23,535","1,816",273,178,22
Ray, Missouri,"22,527",470,285,124,39
Reynolds, Missouri,"6,556",79,126,20,6
Ripley, Missouri,"13,797",120,269,70,6
St. Charles, Missouri,"342,213","19,285","2,726","10,423",454
St. Clair, Missouri,"9,341",100,198,32,3
Ste. Genevieve, Missouri,"17,516",201,143,77,7
St. Francois, Missouri,"62,369","3,167",662,341,60
St. Louis, Missouri,"722,497","246,321","7,297","43,610",954
Saline, Missouri,"21,617","1,598",358,228,205
Schuyler, Missouri,"4,359",22,28,12,1
Scotland, Missouri,"4,843",18,22,16,0
Scott, Missouri,"34,385","4,808",369,211,39
Shannon, Missouri,"8,195",72,223,42,5
Shelby, Missouri,"6,156",69,25,26,5
Stoddard, Missouri,"29,310",403,299,130,13
Stone, Missouri,"31,179",213,499,174,22
Sullivan, Missouri,"6,378",84,86,23,18
Taney, Missouri,"51,280","1,064","1,080",630,98
Texas, Missouri,"24,541","1,010",532,147,32
Vernon, Missouri,"20,338",250,362,174,17
Warren, Missouri,"31,715",991,378,246,29
Washington, Missouri,"24,324",705,294,100,15
Wayne, Missouri,"13,214",127,204,60,10
Webster, Missouri,"35,592",507,590,156,32
Worth, Missouri,"2,047",22,14,10,1
Wright, Missouri,"18,327",170,276,94,22
St. Louis city, Missouri,"152,761","158,604","3,495","11,647",447
Beaverhead, Montana,"9,028",108,264,92,51
Big Horn, Montana,"4,429",91,"8,676",96,13
Blaine, Montana,"3,323",38,"3,389",39,6
Broadwater, Montana,"5,637",39,144,21,14
Carbon, Montana,"9,927",72,170,48,7
Carter, Montana,"1,158",4,15,2,0
Cascade, Montana,"75,775","1,955","5,521","1,357",257
Chouteau, Montana,"4,653",31,"1,289",42,10
Custer, Montana,"11,502",96,367,78,27
Daniels, Montana,"1,725",15,60,9,0
Dawson, Montana,"9,004",65,295,61,15
Deer Lodge, Montana,"8,832",90,479,73,11
Fallon, Montana,"2,991",16,40,21,4
Fergus, Montana,"11,224",71,285,51,5
Flathead, Montana,"89,454",593,"2,398","1,029",165
Gallatin, Montana,"89,928",699,"1,745","1,772",188
Garfield, Montana,"1,253",6,15,3,0
Glacier, Montana,"4,821",57,"9,096",67,8
Golden Valley, Montana,823,6,20,10,0
Granite, Montana,"3,069",23,59,18,2
Hill, Montana,"12,541",136,"4,088",190,51
Jefferson, Montana,"11,152",79,360,84,16
Judith Basin, Montana,"2,004",6,26,7,1
Lake, Montana,"21,941",233,"8,646",246,61
Lewis and Clark, Montana,"62,518",686,"2,446",670,110
Liberty, Montana,"2,384",11,21,8,3
Lincoln, Montana,"19,127",112,551,148,25
McCone, Montana,"1,669",17,20,5,1
Madison, Montana,"7,620",65,132,48,3
Meagher, Montana,"1,884",12,33,10,0
Mineral, Montana,"4,031",42,152,50,3
Missoula, Montana,"105,647","1,156","4,850","2,279",269
Musselshell, Montana,"4,569",42,118,24,9
Park, Montana,"15,304",80,343,106,26
Petroleum, Montana,509,2,1,0,1
Phillips, Montana,"3,781",26,455,28,7
Pondera, Montana,"5,227",49,992,30,9
Powder River, Montana,"1,724",13,50,8,1
