County,State,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander
Scott, Kentucky,"46,326","3,385",377,679,58
Shelby, Kentucky,"40,041","3,979",454,507,146
Simpson, Kentucky,"15,818","1,972",148,180,20
Spencer, Kentucky,"17,193",407,122,114,20
Taylor, Kentucky,"23,176","1,507",138,203,26
Todd, Kentucky,"11,376","1,150",82,47,16
Trigg, Kentucky,"13,051","1,258",140,94,20
Trimble, Kentucky,"8,597",155,91,55,11
Union, Kentucky,"12,932","2,145",95,87,9
Warren, Kentucky,"103,144","12,345",973,"4,087",340
Washington, Kentucky,"11,057",852,51,62,4
Wayne, Kentucky,"20,140",485,160,115,23
Webster, Kentucky,"12,716",697,114,59,57
Whitley, Kentucky,"35,184",459,358,216,38
Wolfe, Kentucky,"7,201",40,47,9,3
Woodford, Kentucky,"23,632","1,560",152,227,51
Acadia, Louisiana,"50,314","11,951",393,308,41
Allen, Louisiana,"18,714","6,162",823,254,34
Ascension, Louisiana,"86,256","26,796",866,"1,664",183
Assumption, Louisiana,"16,021","7,021",221,108,26
Avoyelles, Louisiana,"28,211","12,629",850,286,36
Beauregard, Louisiana,"30,526","5,284",830,424,75
Bienville, Louisiana,"7,980","5,992",132,67,9
Bossier, Louisiana,"93,555","27,962","1,661","3,253",332
Caddo, Louisiana,"127,403","124,411","2,719","3,994",358
Calcasieu, Louisiana,"142,021","51,351","2,389","3,051",267
Caldwell, Louisiana,"8,205","1,761",89,39,4
Cameron, Louisiana,"6,546",180,71,23,0
Catahoula, Louisiana,"6,930","3,311",74,17,3
Claiborne, Louisiana,"8,034","8,537",150,107,7
Concordia, Louisiana,"12,012","8,353",144,87,11
De Soto, Louisiana,"16,380","10,472",450,103,18
East Baton Rouge, Louisiana,"223,867","208,094","3,255","15,908",416
East Carroll, Louisiana,"2,344","5,153",55,58,1
East Feliciana, Louisiana,"10,761","8,904",169,133,11
Evangeline, Louisiana,"23,694","9,801",213,214,12
Franklin, Louisiana,"13,926","6,606",122,98,12
Grant, Louisiana,"18,221","3,640",414,128,19
Iberia, Louisiana,"47,373","24,510",668,"2,345",77
Iberville, Louisiana,"16,814","16,426",174,211,24
Jackson, Louisiana,"11,254","4,845",145,78,8
Jefferson, Louisiana,"295,409","120,692","5,162","20,307",585
Jefferson Davis, Louisiana,"25,590","5,762",353,166,18
Lafayette, Louisiana,"165,467","62,177","1,961","4,522",252
Lafourche, Louisiana,"80,091","14,018","3,671","1,030",101
La Salle, Louisiana,"12,727","1,884",248,51,6
Lincoln, Louisiana,"26,556","19,911",389,"1,057",76
Livingston, Louisiana,"124,387","8,670","1,299","1,117",86
Madison, Louisiana,"4,436","7,485",73,47,11
Morehouse, Louisiana,"13,913","13,088",154,167,28
Natchitoches, Louisiana,"22,147","16,594",785,367,73
Orleans, Louisiana,"136,878","230,851","3,735","12,987",562
Ouachita, Louisiana,"95,751","59,219","1,277","2,025",179
Plaquemines, Louisiana,"17,403","5,086",660,974,66
Pointe Coupee, Louisiana,"14,304","8,166",167,114,8
Rapides, Louisiana,"86,942","43,569","2,134","2,304",151
Red River, Louisiana,"5,324","3,550",56,29,2
Richland, Louisiana,"13,210","7,587",139,94,14
Sabine, Louisiana,"17,891","4,353","2,694",151,26
St. Bernard, Louisiana,"32,624","9,858",774,"1,228",86
St. Charles, Louisiana,"37,844","14,272",526,694,60
St. Helena, Louisiana,"5,038","5,820",101,36,6
St. James, Louisiana,"10,872","10,824",104,91,8
St. John the Baptist, Louisiana,"19,100","24,341",333,449,53
St. Landry, Louisiana,"48,209","35,100",588,527,73
St. Martin, Louisiana,"35,868","16,683",472,582,47
St. Mary, Louisiana,"33,961","18,061","1,389","1,070",83
St. Tammany, Louisiana,"207,954","31,005","2,945","4,434",312
Tangipahoa, Louisiana,"85,838","38,797","1,182","1,218",155
Tensas, Louisiana,"2,193","2,726",29,20,0
Terrebonne, Louisiana,"83,204","22,602","7,759","1,576",296
Union, Louisiana,"16,272","5,962",168,67,33
Vermilion, Louisiana,"48,809","9,285",536,"1,452",36
Vernon, Louisiana,"42,545","8,678","1,474","1,588",370
Washington, Louisiana,"31,959","14,370",424,201,29
Webster, Louisiana,"26,513","14,023",422,250,31
West Baton Rouge, Louisiana,"15,027","9,487",155,189,34
West Carroll, Louisiana,"9,527","1,899",121,50,6
West Feliciana, Louisiana,"8,256","7,179",70,49,6
Winn, Louisiana,"10,098","4,616",190,80,18
Androscoggin, Maine,"102,160","5,097","1,252","1,304",129
Aroostook, Maine,"67,841",754,"1,883",484,60
Cumberland, Maine,"270,143","9,620","2,823","8,131",268
Franklin, Maine,"30,054",193,379,273,24
Hancock, Maine,"53,648",510,627,724,31
Kennebec, Maine,"118,731","1,347","1,645","1,445",130
Knox, Maine,"38,903",414,509,309,23
Lincoln, Maine,"33,586",278,359,293,18
Oxford, Maine,"56,382",453,771,526,56
Penobscot, Maine,"148,556","2,025","3,125","2,033",132
Piscataquis, Maine,"16,779",171,213,166,18
Sagadahoc, Maine,"34,285",497,376,446,28
Somerset, Maine,"50,852",443,687,425,39
Waldo, Maine,"38,330",326,536,282,41
Washington, Maine,"30,167",315,"2,056",243,17
York, Maine,"194,855","2,294","2,067","3,099",128
Allegany, Maryland,"66,643","6,864",390,792,86
Anne Arundel, Maryland,"439,366","99,391","6,211","26,678","1,482"
Baltimore, Maryland,"543,507","237,683","8,499","52,818","1,338"
Calvert, Maryland,"76,334","13,238","1,026","2,304",209
Caroline, Maryland,"27,225","5,154",405,415,140
Carroll, Maryland,"158,343","7,062",992,"3,719",179
Cecil, Maryland,"93,342","7,897",955,"1,758",163
Charles, Maryland,"79,434","69,744","2,903","6,679",430
Dorchester, Maryland,"22,880","9,562",325,486,50
Frederick, Maryland,"206,981","25,492","2,491","12,831",462
Garrett, Maryland,"29,386",428,118,163,15
Harford, Maryland,"207,427","36,357","2,209","9,209",492
Howard, Maryland,"196,462","61,583","3,616","54,107",600
Kent, Maryland,"16,623","3,234",130,274,31
Montgomery, Maryland,"664,151","203,775","14,404","166,940","2,410"
Prince Georges, Maryland,"253,297","597,058","18,065","46,216","2,560"
Queen Annes, Maryland,"44,333","3,793",389,796,48
St. Marys, Maryland,"89,966","17,615","1,220","4,149",256
Somerset, Maryland,"14,591","11,616",263,318,44
Talbot, Maryland,"32,191","5,361",252,632,95
Washington, Maryland,"130,398","18,676","1,172","3,046",240
Wicomico, Maryland,"72,059","26,686",909,"3,476",236
Worcester, Maryland,"43,498","7,691",410,843,66
Baltimore city, Maryland,"205,870","402,123","7,150","19,412","1,132"
Barnstable, Massachusetts,"204,961","6,999","2,774","3,814",327
Berkshire, Massachusetts,"123,244","5,589",989,"2,493",185
Bristol, Massachusetts,"511,459","30,774","6,490","14,278","1,247"
Dukes, Massachusetts,"16,154",888,443,275,71
Essex, Massachusetts,"681,141","56,687","10,586","31,083","1,814"
Franklin, Massachusetts,"68,719","1,533",827,"1,484",132
Hampden, Massachusetts,"401,653","57,467","7,204","12,446","1,279"
Hampshire, Massachusetts,"146,041","6,204","1,281","9,684",337
Middlesex, Massachusetts,"1,298,542","96,498","9,868","179,753","2,545"
Nantucket, Massachusetts,"9,401",934,60,174,9
Norfolk, Massachusetts,"572,495","50,733","3,682","72,588",871
Plymouth, Massachusetts,"443,394","53,102","4,020","9,480","1,063"
Suffolk, Massachusetts,"494,006","199,308","12,023","71,935","2,680"
Worcester, Massachusetts,"726,945","49,885","7,079","41,036","1,129"
Alcona, Michigan,"10,433",60,144,42,5
Alger, Michigan,"8,455",714,565,73,6
Allegan, Michigan,"109,082","2,470","1,699","1,160",113
Alpena, Michigan,"28,634",247,315,214,26
Antrim, Michigan,"22,950",168,461,108,15
Arenac, Michigan,"15,164",141,313,78,22
Baraga, Michigan,"6,820",719,"1,488",61,7
Barry, Michigan,"58,186",602,697,387,28
Bay, Michigan,"103,614","2,978","1,475",915,69
Benzie, Michigan,"16,978",187,415,87,10
Berrien, Michigan,"127,153","25,813","2,254","3,568",305
Branch, Michigan,"42,195","1,109",516,466,35
Calhoun, Michigan,"116,210","17,598","2,316","3,143",213
Cass, Michigan,"48,031","3,665","1,174",591,59
Charlevoix, Michigan,"25,444",227,742,167,28
Cheboygan, Michigan,"24,643",301,"1,319",154,24
Chippewa, Michigan,"29,686","2,876","7,508",502,64
Clare, Michigan,"30,050",329,515,141,15
Clinton, Michigan,"73,630","2,088",872,"1,513",76
Crawford, Michigan,"13,650",158,186,82,7
Delta, Michigan,"35,667",297,"1,462",285,27
Dickinson, Michigan,"25,619",214,366,219,25
Eaton, Michigan,"98,017","8,828","1,474","2,500",126
Emmet, Michigan,"31,435",378,"1,760",294,38
Genesee, Michigan,"321,583","92,478","6,356","5,803",361
Gladwin, Michigan,"25,150",184,291,112,5
Gogebic, Michigan,"14,716",768,579,107,6
Grand Traverse, Michigan,"86,912","1,712","1,837",991,88
Gratiot, Michigan,"39,043","2,590",507,287,22
Hillsdale, Michigan,"45,363",480,554,283,15
Houghton, Michigan,"34,616",448,490,"1,164",36
Huron, Michigan,"31,769",236,258,216,14
Ingham, Michigan,"229,362","40,757","4,755","18,065",458
Ionia, Michigan,"60,179","3,532",778,469,39
Iosco, Michigan,"24,885",295,448,225,29
Iron, Michigan,"11,296",96,228,57,9
Isabella, Michigan,"64,537","2,616","3,536","1,627",89
Jackson, Michigan,"144,826","15,940","1,820","1,774",147
Kalamazoo, Michigan,"219,287","34,081","3,783","8,290",400
Kalkaska, Michigan,"16,870",185,321,98,13
Kent, Michigan,"535,453","75,181","9,609","19,337",953
Keweenaw, Michigan,"2,180",15,14,8,0
Lake, Michigan,"10,180","1,206",234,73,11
Lapeer, Michigan,"86,443","1,456","1,040",612,28
Leelanau, Michigan,"20,712",206,"1,019",184,18
Lenawee, Michigan,"95,189","3,671","1,321",829,90
Livingston, Michigan,"180,768","1,659","1,891","2,389",167
Luce, Michigan,"5,423",774,465,46,9
Mackinac, Michigan,"8,933",216,"2,414",81,11
Macomb, Michigan,"731,410","98,080","8,512","34,933","1,072"
Manistee, Michigan,"22,969",969,826,146,25
Marquette, Michigan,"64,795","1,572","2,045",664,57
Mason, Michigan,"27,873",457,555,221,13
Mecosta, Michigan,"41,067","1,727",757,501,49
Menominee, Michigan,"22,875",228,856,138,21
Midland, Michigan,"80,349","1,606",898,"2,193",101
Missaukee, Michigan,"14,804",150,232,86,5
Monroe, Michigan,"145,249","4,723","1,558","1,286",98
Montcalm, Michigan,"60,795","1,920",856,426,58
Montmorency, Michigan,"9,239",83,119,37,6
Muskegon, Michigan,"143,557","27,001","3,452","1,723",200
Newaygo, Michigan,"46,746",869,756,297,32
Oakland, Michigan,"970,142","190,047","11,801","86,513","1,324"
Oceana, Michigan,"25,554",327,623,142,24
Ogemaw, Michigan,"20,875",158,373,117,15
Ontonagon, Michigan,"6,205",44,130,41,7
Osceola, Michigan,"22,840",368,352,115,19
Oscoda, Michigan,"8,278",53,156,27,6
Otsego, Michigan,"23,675",278,406,177,26
Ottawa, Michigan,"258,187","6,943","3,078","9,074",266
Presque Isle, Michigan,"12,801",125,193,75,10
Roscommon, Michigan,"23,567",239,365,151,12
Saginaw, Michigan,"154,646","40,611","2,259","2,953",256
St. Clair, Michigan,"154,492","5,652","2,033","1,369",123
St. Joseph, Michigan,"58,446","2,354",756,633,45
Sanilac, Michigan,"41,192",379,468,219,17
Schoolcraft, Michigan,"7,456",81,968,37,4
Shiawassee, Michigan,"67,684",763,835,483,66
Tuscola, Michigan,"53,058",853,701,261,37
Van Buren, Michigan,"70,696","4,066","1,759",758,94
Washtenaw, Michigan,"276,356","51,467","4,465","34,185",570
Wayne, Michigan,"1,005,994","726,627","22,792","63,100","1,849"
Wexford, Michigan,"31,999",357,499,299,41
Aitkin, Minnesota,"15,211",160,528,83,11
Anoka, Minnesota,"304,779","21,313","5,615","16,856",420
Becker, Minnesota,"30,239",325,"3,442",285,37
Beltrami, Minnesota,"35,388",658,"10,500",535,90
Benton, Minnesota,"37,676","1,174",388,617,27
Big Stone, Minnesota,"5,061",37,48,12,3
Blue Earth, Minnesota,"61,566","2,563",525,"1,881",64
Brown, Minnesota,"25,005",156,103,223,12
Carlton, Minnesota,"32,547",740,"2,677",341,25
Carver, Minnesota,"90,975","1,947",662,"3,447",93
Cass, Minnesota,"24,917",226,"3,828",219,24
Chippewa, Minnesota,"11,686",128,214,104,122
Chisago, Minnesota,"52,135",978,664,643,50
Clay, Minnesota,"57,845","1,429","1,435","1,183",71
Clearwater, Minnesota,"7,931",82,"1,017",73,14
Cook, Minnesota,"4,672",77,540,45,5
Cottonwood, Minnesota,"11,090",166,142,388,20
Crow Wing, Minnesota,"61,920",710,"1,024",478,44
Dakota, Minnesota,"364,193","27,666","4,939","22,612",735
Dodge, Minnesota,"20,021",226,159,190,15
Douglas, Minnesota,"36,008",329,287,270,22
Faribault, Minnesota,"13,994",105,138,84,5
Fillmore, Minnesota,"20,644",123,102,134,5
Freeborn, Minnesota,"30,048",468,271,500,49
Goodhue, Minnesota,"44,902",860,859,492,62
Grant, Minnesota,"5,917",55,59,24,8
Hennepin, Minnesota,"948,832","170,252","25,456","93,288","2,003"
Houston, Minnesota,"18,534",243,119,159,9
Hubbard, Minnesota,"19,942",203,750,132,21
Isanti, Minnesota,"37,323",502,493,500,43
Itasca, Minnesota,"43,426",452,"2,412",313,43
Jackson, Minnesota,"9,987",112,87,194,10
Kanabec, Minnesota,"15,713",155,257,120,14
Kandiyohi, Minnesota,"40,516","1,520",374,367,67
Kittson, Minnesota,"4,448",22,33,29,1
Koochiching, Minnesota,"12,708",146,498,86,9
Lac qui Parle, Minnesota,"6,926",56,40,63,12
Lake, Minnesota,"10,618",96,143,65,9
Lake of the Woods, Minnesota,"3,848",42,74,48,4
Le Sueur, Minnesota,"27,328",257,229,288,16
Lincoln, Minnesota,"5,775",28,25,37,5
Lyon, Minnesota,"23,956",801,295,812,27
McLeod, Minnesota,"35,214",422,249,364,42
Mahnomen, Minnesota,"3,204",87,"2,700",49,12
Marshall, Minnesota,"9,259",72,115,49,13
Martin, Minnesota,"20,093",191,140,187,16
Meeker, Minnesota,"22,826",204,130,128,24
Mille Lacs, Minnesota,"23,999",284,"1,838",197,29
Morrison, Minnesota,"32,422",297,288,225,31
Mower, Minnesota,"36,904","1,596",330,991,98
Murray, Minnesota,"8,373",70,50,115,8
Nicollet, Minnesota,"31,649",969,261,603,29
Nobles, Minnesota,"18,996",983,399,"1,504",56
Norman, Minnesota,"6,417",71,239,66,5
Olmsted, Minnesota,"131,409","9,558","1,130","10,103",236
Otter Tail, Minnesota,"56,171",842,726,492,75
Pennington, Minnesota,"13,503",311,388,158,7
Pine, Minnesota,"27,280",837,"1,234",262,29
Pipestone, Minnesota,"8,936",179,202,116,6
Polk, Minnesota,"30,361",583,898,360,27
Pope, Minnesota,"10,796",92,78,64,6
Ramsey, Minnesota,"388,920","71,192","10,871","74,180","1,067"
Red Lake, Minnesota,"3,932",57,107,18,5
Redwood, Minnesota,"14,347",181,960,536,11
Renville, Minnesota,"14,825",166,242,122,11
Rice, Minnesota,"60,631","2,864",683,"1,824",108
Rock, Minnesota,"9,315",125,93,97,4
Roseau, Minnesota,"14,829",128,324,469,14
St. Louis, Minnesota,"190,528","4,698","7,056","2,807",219
Scott, Minnesota,"122,648","5,601","2,274","9,437",250
Sherburne, Minnesota,"86,643","2,425",975,"1,522",70
Sibley, Minnesota,"14,820",159,128,141,10
Stearns, Minnesota,"142,548","6,635","1,227","3,934",205
Steele, Minnesota,"35,014","1,211",269,427,28
Stevens, Minnesota,"9,320",181,217,194,13
Swift, Minnesota,"9,377",134,94,51,9
Todd, Minnesota,"23,962",238,274,193,65
Traverse, Minnesota,"3,260",46,187,12,4
Wabasha, Minnesota,"21,133",214,142,162,10
Wadena, Minnesota,"13,495",237,210,101,10
Waseca, Minnesota,"18,310",573,240,196,18
Washington, Minnesota,"221,473","12,625","2,667","14,957",326
Watonwan, Minnesota,"10,685",212,181,151,12
Wilkin, Minnesota,"6,430",57,104,43,1
Winona, Minnesota,"49,065",939,374,"1,391",24
Wright, Minnesota,"124,792","2,360","1,088","2,205",112
Yellow Medicine, Minnesota,"9,691",89,430,74,14
Adams, Mississippi,"14,629","17,327",243,227,24
Alcorn, Mississippi,"32,451","4,782",269,192,22
Amite, Mississippi,"7,521","5,366",78,37,14
Attala, Mississippi,"11,024","8,214",100,87,12
Benton, Mississippi,"5,369","3,193",69,19,6
Bolivar, Mississippi,"11,684","22,156",146,275,34
Calhoun, Mississippi,"10,528","4,245",83,34,8
Carroll, Mississippi,"6,861","3,514",67,35,3
Chickasaw, Mississippi,"9,637","7,642",110,87,19
Choctaw, Mississippi,"5,783","2,590",57,33,8
Claiborne, Mississippi,"1,350","7,882",43,54,7
Clarke, Mississippi,"10,648","5,713",104,51,5
Clay, Mississippi,"8,304","12,068",87,71,4
Coahoma, Mississippi,"6,035","19,024",107,173,22
Copiah, Mississippi,"13,916","14,958",155,151,20
Covington, Mississippi,"12,361","7,045",103,82,13
DeSoto, Mississippi,"124,388","41,850","1,249","2,858",281
Forrest, Mississippi,"47,356","29,081",617,976,128
Franklin, Mississippi,"5,082","2,853",40,17,4
George, Mississippi,"21,026","2,057",197,87,6
Greene, Mississippi,"10,297","3,940",90,37,1
Grenada, Mississippi,"12,328","9,233",112,118,11
Hancock, Mississippi,"40,995","4,104",678,649,63
Harrison, Mississippi,"142,262","49,066","2,546","7,368",505
Hinds, Mississippi,"69,610","173,908","1,196","2,475",173
Holmes, Mississippi,"3,054","15,333",65,82,3
Humphreys, Mississippi,"2,196","6,717",45,43,7
Issaquena, Mississippi,488,896,7,6,0
Itawamba, Mississippi,"21,754","1,619",127,99,6
Jackson, Mississippi,"105,301","32,253","1,514","3,941",254
Jasper, Mississippi,"7,785","8,664",64,45,14
Jefferson, Mississippi,"1,101","6,521",25,18,3
Jefferson Davis, Mississippi,"4,729","7,201",82,36,5
Jones, Mississippi,"47,919","20,501",660,449,58
Kemper, Mississippi,"3,673","6,269",410,32,2
Lafayette, Mississippi,"37,474","12,478",351,"1,506",85
Lamar, Mississippi,"45,813","12,402",410,870,56
Lauderdale, Mississippi,"44,716","34,880",495,879,92
Lawrence, Mississippi,"8,510","3,961",84,59,5
Leake, Mississippi,"11,966","9,865","1,652",115,12
Lee, Mississippi,"59,931","25,039",500,847,73
Leflore, Mississippi,"8,250","23,093",230,257,23
Lincoln, Mississippi,"23,856","10,859",174,183,23
Lowndes, Mississippi,"32,943","26,628",378,626,96
Madison, Mississippi,"58,713","39,146",660,"2,617",166
Marion, Mississippi,"17,490","8,653",127,141,25
Marshall, Mississippi,"18,942","17,497",248,146,36
Monroe, Mississippi,"24,853","11,236",215,128,25
Montgomery, Mississippi,"5,691","4,835",41,47,2
Neshoba, Mississippi,"18,146","6,570","5,025",217,43
Newton, Mississippi,"13,942","6,690","1,124",115,12
Noxubee, Mississippi,"3,067","8,004",60,42,7
Oktibbeha, Mississippi,"29,203","18,387",265,"1,702",69
Panola, Mississippi,"17,070","17,307",215,170,27
Pearl River, Mississippi,"47,379","7,406",773,436,74
Perry, Mississippi,"9,638","2,494",96,36,6
Pike, Mississippi,"18,586","21,166",256,314,29
Pontotoc, Mississippi,"25,865","4,954",338,134,36
Prentiss, Mississippi,"21,646","3,788",156,97,17
Quitman, Mississippi,"2,321","5,477",50,46,10
Rankin, Mississippi,"115,298","29,990",901,"2,051",214
Scott, Mississippi,"17,019","11,034",284,158,169
Sharkey, Mississippi,"1,358","3,343",19,19,0
Simpson, Mississippi,"17,439","9,926",174,163,51
Smith, Mississippi,"12,367","3,882",60,29,3
Stone, Mississippi,"14,270","3,638",191,101,15
Sunflower, Mississippi,"7,388","20,485",152,126,16
Tallahatchie, Mississippi,"6,344","8,611",110,157,25
Tate, Mississippi,"19,375","8,995",207,137,37
Tippah, Mississippi,"18,306","3,869",157,65,9
Tishomingo, Mississippi,"18,809",658,163,67,14
Tunica, Mississippi,"2,502","7,986",62,99,16
Union, Mississippi,"23,372","4,396",221,136,44
Walthall, Mississippi,"8,265","6,645",141,65,15
Warren, Mississippi,"24,437","23,374",322,519,34
Washington, Mississippi,"13,730","35,631",209,409,41
Wayne, Mississippi,"12,451","8,059",126,69,10
Webster, Mississippi,"7,961","2,026",54,37,5
Wilkinson, Mississippi,"2,773","6,600",29,29,2
Winston, Mississippi,"9,919","8,696",238,65,15
Yalobusha, Mississippi,"7,600","4,806",67,42,6
Yazoo, Mississippi,"11,632","16,111",195,193,25
Adair, Missouri,"24,534",587,221,631,34
Andrew, Missouri,"17,160",223,183,113,21
Atchison, Missouri,"5,381",52,49,17,3
Audrain, Missouri,"23,633","2,047",226,190,41
Barry, Missouri,"34,448",295,877,548,45
Barton, Missouri,"11,980",136,370,98,23
Bates, Missouri,"16,212",255,248,59,8
Benton, Missouri,"18,631",130,298,117,16
Bollinger, Missouri,"12,309",86,164,52,7
Boone, Missouri,"146,345","18,809","2,045","8,315",349
Buchanan, Missouri,"82,579","6,467","1,113","1,216",356
Butler, Missouri,"40,010","2,782",722,469,45
Caldwell, Missouri,"8,967",111,134,46,7
Callaway, Missouri,"41,757","2,369",664,386,57
Camden, Missouri,"43,040",426,555,361,37
Cape Girardeau, Missouri,"70,063","6,734",693,"1,208",83
Carroll, Missouri,"8,857",270,71,55,11
Carter, Missouri,"6,175",64,146,32,3
Cass, Missouri,"95,086","4,794","1,501","1,206",178
Cedar, Missouri,"13,696",81,260,80,16
Chariton, Missouri,"7,412",213,51,20,2
Christian, Missouri,"79,145","1,069","1,251",802,106
Clark, Missouri,"6,841",42,54,42,5
Clay, Missouri,"209,452","16,120","3,401","6,736",942
Clinton, Missouri,"20,002",463,304,129,19
Cole, Missouri,"66,349","9,868",710,"1,199",138
Cooper, Missouri,"16,174","1,440",209,141,31
Crawford, Missouri,"24,223",177,309,113,25
Dade, Missouri,"7,439",76,201,46,5
Dallas, Missouri,"16,262",117,351,66,23
Daviess, Missouri,"8,189",89,81,31,6
De Kalb, Missouri,"11,235","1,515",134,65,25
Dent, Missouri,"15,375",168,302,137,17
Douglas, Missouri,"13,325",109,273,69,2
Dunklin, Missouri,"28,142","3,617",294,165,27
Franklin, Missouri,"99,883","1,493",927,696,83
Gasconade, Missouri,"14,729",110,133,96,9
Gentry, Missouri,"6,705",63,39,28,1
Greene, Missouri,"267,010","12,411","5,058","6,722",620
Grundy, Missouri,"10,153",113,119,77,8
Harrison, Missouri,"8,615",75,98,44,11
Henry, Missouri,"21,543",391,334,116,23
Hickory, Missouri,"9,159",66,185,43,11
Holt, Missouri,"4,490",25,59,29,2
Howard, Missouri,"9,615",641,130,62,14
Howell, Missouri,"39,612",325,729,374,30
Iron, Missouri,"10,092",211,180,38,5
Jackson, Missouri,"496,528","174,716","11,143","15,828","3,211"
Jasper, Missouri,"109,734","3,912","3,893","1,701",729
Jefferson, Missouri,"216,719","3,464","1,973","2,192",154
Johnson, Missouri,"50,347","3,228",881,"1,514",254
Knox, Missouri,"4,019",41,37,22,2
Laclede, Missouri,"34,839",521,614,316,55
Lafayette, Missouri,"31,815","1,058",442,251,74
Lawrence, Missouri,"37,408",359,821,258,61
Lewis, Missouri,"9,726",426,91,57,12
Lincoln, Missouri,"52,323","1,496",565,401,60
Linn, Missouri,"12,189",190,92,52,10
Livingston, Missouri,"14,303",535,136,97,16
McDonald, Missouri,"20,876",473,"1,216",368,367
Macon, Missouri,"15,022",519,156,121,20
Madison, Missouri,"12,205",109,109,133,9
Maries, Missouri,"8,892",78,115,40,9
Marion, Missouri,"27,097","1,902",226,270,55
Mercer, Missouri,"3,650",27,33,31,3
Miller, Missouri,"24,627",299,400,144,59
Mississippi, Missouri,"10,715","3,580",89,52,10
Moniteau, Missouri,"14,984",680,165,89,23
Monroe, Missouri,"8,451",321,75,51,2
Montgomery, Missouri,"11,686",257,109,81,10
Morgan, Missouri,"19,807",283,358,146,12
New Madrid, Missouri,"15,303","3,067",151,136,26
Newton, Missouri,"55,331",986,"2,624","1,086",607
Nodaway, Missouri,"22,156",718,141,463,20
Oregon, Missouri,"10,740",93,306,65,13
Osage, Missouri,"13,583",85,72,34,7
Ozark, Missouri,"9,433",73,161,33,3
Pemiscot, Missouri,"12,899","4,915",153,81,13
Perry, Missouri,"18,741",168,176,143,35
Pettis, Missouri,"40,045","1,842",589,435,132
Phelps, Missouri,"41,860","1,490",836,"1,627",92
Pike, Missouri,"17,154","1,544",128,87,14
Platte, Missouri,"83,922","6,890","1,291","3,058",544
Polk, Missouri,"30,187",430,494,316,39
Pulaski, Missouri,"44,296","7,898","1,302","2,320",610
Putnam, Missouri,"4,827",32,28,31,3
Ralls, Missouri,"9,998",175,68,55,19
Randolph, Missouri,"23,241","1,734",265,223,22
Ray, Missouri,"22,462",480,280,141,26
Reynolds, Missouri,"6,475",86,137,28,3
Ripley, Missouri,"13,752",132,269,88,7
St. Charles, Missouri,"346,012","20,324","2,767","10,804",511
St. Clair, Missouri,"9,313",115,196,36,6
Ste. Genevieve, Missouri,"17,523",203,147,84,13
St. Francois, Missouri,"62,573","3,329",629,338,59
St. Louis, Missouri,"721,004","248,040","7,395","44,860",956
Saline, Missouri,"21,392","1,597",366,232,243
Schuyler, Missouri,"4,325",21,33,12,2
Scotland, Missouri,"4,891",20,29,14,1
Scott, Missouri,"34,375","4,907",396,225,39
Shannon, Missouri,"8,161",75,232,32,7
Shelby, Missouri,"6,102",76,28,24,6
Stoddard, Missouri,"29,204",434,322,118,18
Stone, Missouri,"30,808",245,492,178,25
Sullivan, Missouri,"6,258",110,87,31,18
Taney, Missouri,"51,656","1,179","1,098",660,98
Texas, Missouri,"24,377","1,060",532,146,29
Vernon, Missouri,"20,471",254,363,181,20
Warren, Missouri,"31,840","1,047",373,257,39
Washington, Missouri,"24,379",698,309,103,16
Wayne, Missouri,"13,224",137,209,58,5
Webster, Missouri,"35,680",566,619,157,27
Worth, Missouri,"2,059",29,16,10,2
Wright, Missouri,"18,162",184,290,98,14
St. Louis city, Missouri,"153,806","156,889","3,506","11,725",488
Beaverhead, Montana,"9,017",75,266,106,50
Big Horn, Montana,"4,465",89,"8,724",108,18
Blaine, Montana,"3,348",37,"3,336",21,5
Broadwater, Montana,"5,565",42,139,21,11
Carbon, Montana,"10,140",64,202,53,8
Carter, Montana,"1,159",2,15,4,0
Cascade, Montana,"76,228","2,036","5,640","1,435",266
Chouteau, Montana,"4,582",33,"1,290",42,11
Custer, Montana,"11,578",103,384,80,17
Daniels, Montana,"1,736",12,66,8,1
Dawson, Montana,"9,160",80,322,56,11
Deer Lodge, Montana,"8,903",87,477,74,15
Fallon, Montana,"3,020",24,43,25,5
Fergus, Montana,"11,264",79,289,63,3
Flathead, Montana,"90,767",592,"2,527","1,109",182
Gallatin, Montana,"91,909",718,"1,806","1,821",203
Garfield, Montana,"1,281",7,12,1,1
Glacier, Montana,"4,966",68,"9,047",76,9
Golden Valley, Montana,841,5,24,12,1
Granite, Montana,"3,097",19,63,18,2
Hill, Montana,"12,542",165,"4,237",201,36
Jefferson, Montana,"11,217",84,378,91,7
Judith Basin, Montana,"1,982",6,32,11,2
Lake, Montana,"21,846",253,"8,734",290,69
Lewis and Clark, Montana,"62,947",629,"2,525",757,135
Liberty, Montana,"2,353",7,24,9,1
Lincoln, Montana,"19,072",120,554,156,37
McCone, Montana,"1,681",13,26,9,1
Madison, Montana,"7,589",64,136,51,7
Meagher, Montana,"1,906",14,32,11,3
Mineral, Montana,"4,136",37,166,58,2
Missoula, Montana,"106,174","1,207","4,970","2,382",297
Musselshell, Montana,"4,517",41,131,27,4
Park, Montana,"15,357",94,374,128,27
Petroleum, Montana,503,0,8,0,0
Phillips, Montana,"3,797",40,488,33,3
