County,State,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander
Simpson, Kentucky,"15,446","1,858",132,154,15
Spencer, Kentucky,"16,927",371,121,108,22
Taylor, Kentucky,"23,230","1,497",140,183,22
Todd, Kentucky,"11,365","1,101",87,34,14
Trigg, Kentucky,"12,972","1,253",137,85,14
Trimble, Kentucky,"8,616",113,90,52,8
Union, Kentucky,"13,144","2,161",102,76,14
Warren, Kentucky,"100,636","11,858",931,"3,887",287
Washington, Kentucky,"11,012",830,56,50,6
Wayne, Kentucky,"20,380",445,160,104,27
Webster, Kentucky,"12,841",681,101,59,57
Whitley, Kentucky,"35,024",381,343,192,33
Wolfe, Kentucky,"7,325",23,49,8,0
Woodford, Kentucky,"23,402","1,470",144,203,43
Acadia, Louisiana,"50,069","11,835",371,252,23
Allen, Louisiana,"18,820","6,211",802,240,27
Ascension, Louisiana,"83,483","25,431",820,"1,409",162
Assumption, Louisiana,"15,956","7,102",209,100,21
Avoyelles, Louisiana,"28,618","12,767",824,251,34
Beauregard, Louisiana,"30,577","5,165",796,407,64
Bienville, Louisiana,"8,121","6,107",137,56,5
Bossier, Louisiana,"91,385","26,400","1,564","2,976",331
Caddo, Louisiana,"129,993","123,902","2,682","3,769",347
Calcasieu, Louisiana,"141,307","50,562","2,314","2,806",262
Caldwell, Louisiana,"8,302","1,781",71,33,2
Cameron, Louisiana,"6,614",151,64,17,0
Catahoula, Louisiana,"7,030","3,294",67,13,2
Claiborne, Louisiana,"8,247","8,663",134,81,4
Concordia, Louisiana,"12,256","8,509",132,72,11
De Soto, Louisiana,"16,079","10,541",403,79,21
East Baton Rouge, Louisiana,"223,845","205,076","3,075","14,790",380
East Carroll, Louisiana,"2,318","5,313",50,59,3
East Feliciana, Louisiana,"10,997","9,115",169,102,17
Evangeline, Louisiana,"23,852","9,858",212,188,13
Franklin, Louisiana,"14,137","6,611",117,80,14
Grant, Louisiana,"18,322","3,587",411,112,16
Iberia, Louisiana,"47,399","24,353",602,"2,088",82
Iberville, Louisiana,"16,753","16,519",174,168,16
Jackson, Louisiana,"11,387","4,961",119,66,8
Jefferson, Louisiana,"296,355","119,302","5,005","19,533",574
Jefferson Davis, Louisiana,"25,804","5,837",341,148,18
Lafayette, Louisiana,"161,142","60,058","1,865","4,216",226
Lafourche, Louisiana,"80,086","13,760","3,705",963,93
La Salle, Louisiana,"12,949","1,841",217,55,8
Lincoln, Louisiana,"26,594","19,526",362,"1,011",69
Livingston, Louisiana,"121,618","7,671","1,227",989,65
Madison, Louisiana,"4,583","7,384",69,40,3
Morehouse, Louisiana,"14,243","13,180",152,157,23
Natchitoches, Louisiana,"22,380","16,778",782,307,50
Orleans, Louisiana,"128,298","222,118","3,405","12,049",511
Ouachita, Louisiana,"95,326","58,012","1,107","1,894",173
Plaquemines, Louisiana,"17,421","5,172",663,962,64
Pointe Coupee, Louisiana,"14,434","8,417",132,102,6
Rapides, Louisiana,"86,736","43,415","2,088","2,145",139
Red River, Louisiana,"5,415","3,618",52,22,4
Richland, Louisiana,"13,303","7,532",136,94,8
Sabine, Louisiana,"18,118","4,328","2,694",144,23
St. Bernard, Louisiana,"30,599","8,112",731,"1,016",88
St. Charles, Louisiana,"37,651","14,375",491,632,56
St. Helena, Louisiana,"5,101","5,908",95,24,10
St. James, Louisiana,"10,721","11,084",98,72,9
St. John the Baptist, Louisiana,"20,115","24,677",331,470,64
St. Landry, Louisiana,"48,017","35,257",577,496,69
St. Martin, Louisiana,"35,823","16,629",440,531,33
St. Mary, Louisiana,"34,292","18,257","1,430","1,133",75
St. Tammany, Louisiana,"204,062","29,526","2,897","4,126",274
Tangipahoa, Louisiana,"83,863","38,059","1,118","1,137",142
Tensas, Louisiana,"2,212","2,890",29,19,1
Terrebonne, Louisiana,"82,315","22,350","7,655","1,529",267
Union, Louisiana,"16,406","6,222",165,73,33
Vermilion, Louisiana,"48,338","8,824",490,"1,356",31
Vernon, Louisiana,"42,387","8,540","1,430","1,566",397
Washington, Louisiana,"32,284","14,808",400,191,22
Webster, Louisiana,"27,099","13,996",388,239,28
West Baton Rouge, Louisiana,"14,765","9,279",138,158,23
West Carroll, Louisiana,"9,547","1,918",105,61,4
West Feliciana, Louisiana,"8,228","7,214",71,48,5
Winn, Louisiana,"10,309","4,725",178,81,12
Androscoggin, Maine,"101,994","5,035","1,252","1,256",112
Aroostook, Maine,"69,201",720,"1,885",464,40
Cumberland, Maine,"267,984","8,990","2,673","7,799",268
Franklin, Maine,"30,323",186,365,227,25
Hancock, Maine,"53,458",460,590,635,31
Kennebec, Maine,"119,415","1,283","1,672","1,361",108
Knox, Maine,"39,088",365,492,289,20
Lincoln, Maine,"33,760",253,340,285,20
Oxford, Maine,"56,907",455,742,521,40
Penobscot, Maine,"149,174","1,901","3,058","1,923",140
Piscataquis, Maine,"17,029",139,203,171,16
Sagadahoc, Maine,"34,365",484,385,415,29
Somerset, Maine,"51,056",415,670,401,43
Waldo, Maine,"38,214",300,516,246,28
Washington, Maine,"30,740",252,"2,011",233,23
York, Maine,"194,021","2,025","1,979","2,891",113
Allegany, Maryland,"67,617","6,866",383,745,67
Anne Arundel, Maryland,"433,539","94,892","5,881","24,975","1,357"
Baltimore, Maryland,"545,171","228,542","8,135","48,958","1,252"
Calvert, Maryland,"75,299","13,165","1,018","2,143",195
Caroline, Maryland,"27,526","5,140",395,376,136
Carroll, Maryland,"158,533","6,673",970,"3,480",182
Cecil, Maryland,"93,255","7,705",945,"1,661",170
Charles, Maryland,"79,488","66,444","2,761","6,215",391
Dorchester, Maryland,"22,960","9,589",296,432,40
Frederick, Maryland,"204,453","24,454","2,324","11,974",398
Garrett, Maryland,"29,631",402,121,134,20
Harford, Maryland,"206,443","35,414","2,090","8,292",483
Howard, Maryland,"193,192","58,279","3,427","49,019",528
Kent, Maryland,"16,903","3,295",116,263,25
Montgomery, Maryland,"655,905","194,391","13,795","158,319","2,332"
Prince George''s, Maryland,"244,453","591,325","17,735","44,033","2,521"
Queen Anne''s, Maryland,"44,271","3,721",390,750,44
St. Mary''s, Maryland,"88,624","17,194","1,195","3,941",238
Somerset, Maryland,"14,731","11,537",237,299,38
Talbot, Maryland,"32,250","5,343",224,640,84
Washington, Maryland,"130,563","17,774","1,123","2,810",216
Wicomico, Maryland,"71,778","26,308",805,"3,283",220
Worcester, Maryland,"43,499","7,544",390,768,65
Baltimore city, Maryland,"202,987","404,264","7,309","18,605","1,033"
Barnstable, Massachusetts,"206,029","6,472","2,808","3,472",303
Berkshire, Massachusetts,"124,399","5,384",973,"2,355",159
Bristol, Massachusetts,"510,127","28,832","6,216","13,435","1,140"
Dukes, Massachusetts,"15,679",806,418,242,73
Essex, Massachusetts,"674,442","52,966","10,055","28,780","1,731"
Franklin, Massachusetts,"69,235","1,466",809,"1,411",128
Hampden, Massachusetts,"401,549","56,155","7,021","11,694","1,213"
Hampshire, Massachusetts,"146,495","6,178","1,268","9,388",314
Middlesex, Massachusetts,"1,284,227","91,136","9,395","166,083","2,331"
Nantucket, Massachusetts,"9,209",838,50,155,11
Norfolk, Massachusetts,"570,893","47,054","3,500","66,976",800
Plymouth, Massachusetts,"442,162","50,629","3,952","8,879","1,045"
Suffolk, Massachusetts,"480,798","193,718","11,170","69,208","2,460"
Worcester, Massachusetts,"726,243","46,780","6,759","38,517","1,068"
Alcona, Michigan,"10,637",44,133,40,1
Alger, Michigan,"8,509",692,568,63,3
Allegan, Michigan,"108,482","2,215","1,601","1,007",80
Alpena, Michigan,"28,924",215,300,213,17
Antrim, Michigan,"23,023",150,453,91,20
Arenac, Michigan,"15,353",109,308,70,17
Baraga, Michigan,"6,953",726,"1,488",56,6
Barry, Michigan,"58,139",513,662,349,27
Bay, Michigan,"104,093","2,853","1,436",854,57
Benzie, Michigan,"17,034",154,387,85,5
Berrien, Michigan,"128,026","26,222","2,219","3,332",280
Branch, Michigan,"42,589","1,072",508,403,23
Calhoun, Michigan,"116,983","17,373","2,271","2,820",201
Cass, Michigan,"48,632","3,614","1,121",553,67
Charlevoix, Michigan,"25,395",206,706,150,23
Cheboygan, Michigan,"24,901",280,"1,274",128,22
Chippewa, Michigan,"29,772","2,750","7,510",451,78
Clare, Michigan,"30,436",301,475,140,21
Clinton, Michigan,"72,900","2,001",845,"1,416",69
Crawford, Michigan,"13,801",121,183,80,5
Delta, Michigan,"35,735",267,"1,426",262,29
Dickinson, Michigan,"25,689",191,336,200,22
Eaton, Michigan,"98,100","8,407","1,443","2,380",135
Emmet, Michigan,"31,152",358,"1,722",261,28
Genesee, Michigan,"326,101","94,164","6,476","5,590",378
Gladwin, Michigan,"25,538",144,268,116,11
Gogebic, Michigan,"15,045",686,546,83,9
Grand Traverse, Michigan,"85,250","1,597","1,771",932,91
Gratiot, Michigan,"39,297","2,510",455,235,20
Hillsdale, Michigan,"45,921",426,502,264,15
Houghton, Michigan,"35,092",424,489,"1,169",33
Huron, Michigan,"32,281",222,248,215,11
Ingham, Michigan,"229,018","40,870","4,714","17,430",479
Ionia, Michigan,"60,122","3,416",763,402,41
Iosco, Michigan,"25,024",262,390,196,26
Iron, Michigan,"11,572",71,208,57,5
Isabella, Michigan,"64,962","2,472","3,474","1,519",100
Jackson, Michigan,"144,630","15,412","1,779","1,663",140
Kalamazoo, Michigan,"216,277","33,199","3,723","7,576",357
Kalkaska, Michigan,"16,824",175,320,76,12
Kent, Michigan,"524,678","72,310","9,451","18,076",937
Keweenaw, Michigan,"2,216",10,18,5,2
Lake, Michigan,"10,329","1,176",221,57,4
Lapeer, Michigan,"86,224","1,348",994,512,33
Leelanau, Michigan,"20,599",195,"1,038",162,14
Lenawee, Michigan,"95,451","3,564","1,304",788,67
Livingston, Michigan,"179,047","1,466","1,813","2,197",152
Luce, Michigan,"5,445",770,457,46,5
Mackinac, Michigan,"9,003",182,"2,376",73,10
Macomb, Michigan,"732,814","86,938","8,385","31,890",986
Manistee, Michigan,"23,282",915,812,128,23
Marquette, Michigan,"64,651","1,525","1,982",637,56
Mason, Michigan,"27,971",404,528,203,13
Mecosta, Michigan,"41,348","1,643",725,454,41
Menominee, Michigan,"23,088",204,799,133,10
Midland, Michigan,"80,746","1,530",890,"2,025",88
Missaukee, Michigan,"14,716",113,200,80,6
Monroe, Michigan,"146,587","4,536","1,569","1,259",104
Montcalm, Michigan,"60,999","1,867",811,399,54
Montmorency, Michigan,"9,496",70,126,40,8
Muskegon, Michigan,"142,804","26,751","3,350","1,567",176
Newaygo, Michigan,"47,210",836,775,299,32
Oakland, Michigan,"961,884","182,919","11,545","80,003","1,258"
Oceana, Michigan,"25,796",290,564,138,26
Ogemaw, Michigan,"21,216",133,343,109,15
Ontonagon, Michigan,"6,507",45,122,28,4
Osceola, Michigan,"23,063",334,351,94,23
Oscoda, Michigan,"8,557",55,131,27,11
Otsego, Michigan,"23,703",240,398,154,24
Ottawa, Michigan,"252,627","6,352","2,919","8,546",242
Presque Isle, Michigan,"12,966",116,163,69,5
Roscommon, Michigan,"23,921",193,345,131,11
Saginaw, Michigan,"156,477","41,125","2,260","2,769",234
St. Clair, Michigan,"155,747","5,468","2,037","1,279",112
St. Joseph, Michigan,"58,591","2,238",754,589,46
Sanilac, Michigan,"42,126",346,455,212,18
Schoolcraft, Michigan,"7,674",76,983,32,5
Shiawassee, Michigan,"68,875",714,841,420,60
Tuscola, Michigan,"54,189",821,713,240,33
Van Buren, Michigan,"71,308","4,029","1,718",651,81
Washtenaw, Michigan,"272,678","50,522","4,396","32,757",534
Wayne, Michigan,"1,012,015","748,566","22,699","59,663","1,771"
Wexford, Michigan,"32,101",312,478,275,30
Aitkin, Minnesota,"15,590",149,508,69,8
Anoka, Minnesota,"301,104","19,242","5,391","15,819",381
Becker, Minnesota,"29,971",299,"3,281",247,29
Beltrami, Minnesota,"35,207",627,"10,327",516,64
Benton, Minnesota,"37,339","1,114",374,599,25
Big Stone, Minnesota,"5,176",25,42,16,1
Blue Earth, Minnesota,"60,791","2,243",473,"1,713",56
Brown, Minnesota,"25,378",144,103,211,8
Carlton, Minnesota,"32,658",693,"2,651",293,18
Carver, Minnesota,"88,556","1,743",667,"3,197",90
Cass, Minnesota,"24,892",199,"3,726",195,16
Chippewa, Minnesota,"11,928",129,210,108,112
Chisago, Minnesota,"52,196",895,647,651,39
Clay, Minnesota,"57,216","1,306","1,385","1,174",69
Clearwater, Minnesota,"7,861",88,969,60,4
Cook, Minnesota,"4,685",61,527,47,8
Cottonwood, Minnesota,"11,216",152,109,377,25
Crow Wing, Minnesota,"61,406",674,994,442,39
Dakota, Minnesota,"360,346","25,449","4,882","21,624",706
Dodge, Minnesota,"19,879",184,153,161,18
Douglas, Minnesota,"35,742",288,274,257,18
Faribault, Minnesota,"14,366",97,121,66,6
Fillmore, Minnesota,"20,691",117,96,119,6
Freeborn, Minnesota,"30,328",436,249,406,54
Goodhue, Minnesota,"44,773",749,832,468,65
Grant, Minnesota,"5,950",46,40,23,8
Hennepin, Minnesota,"931,160","162,665","25,337","86,712","1,995"
Houston, Minnesota,"18,678",217,117,140,9
Hubbard, Minnesota,"19,635",192,797,98,27
Isanti, Minnesota,"37,372",484,497,471,46
Itasca, Minnesota,"43,143",385,"2,301",281,36
Jackson, Minnesota,"9,959",95,81,180,4
Kanabec, Minnesota,"15,971",142,241,110,7
Kandiyohi, Minnesota,"40,591","1,347",369,321,52
Kittson, Minnesota,"4,490",26,21,21,0
Koochiching, Minnesota,"12,747",168,464,84,10
Lac qui Parle, Minnesota,"7,149",45,40,46,9
Lake, Minnesota,"10,682",72,120,55,6
Lake of the Woods, Minnesota,"3,928",46,68,50,0
Le Sueur, Minnesota,"27,387",216,201,248,13
Lincoln, Minnesota,"5,800",28,21,23,5
Lyon, Minnesota,"24,232",813,282,795,27
McLeod, Minnesota,"35,791",341,224,323,33
Mahnomen, Minnesota,"3,207",93,"2,670",34,3
Marshall, Minnesota,"9,346",62,103,35,5
Martin, Minnesota,"20,328",136,133,173,14
Meeker, Minnesota,"22,941",176,108,96,21
Mille Lacs, Minnesota,"24,082",249,"1,831",167,15
Morrison, Minnesota,"32,828",281,281,186,21
Mower, Minnesota,"37,195","1,396",309,875,79
Murray, Minnesota,"8,504",67,47,87,4
Nicollet, Minnesota,"31,579",933,260,609,20
Nobles, Minnesota,"19,061",942,365,"1,421",46
Norman, Minnesota,"6,653",66,225,46,5
Olmsted, Minnesota,"129,366","8,801","1,083","9,475",201
Otter Tail, Minnesota,"56,151",693,658,445,55
Pennington, Minnesota,"13,423",338,360,148,3
Pine, Minnesota,"27,782",818,"1,244",259,18
Pipestone, Minnesota,"9,185",166,207,121,3
Polk, Minnesota,"30,445",495,824,330,22
Pope, Minnesota,"10,816",84,67,62,6
Ramsey, Minnesota,"385,874","68,128","10,831","68,068","1,055"
Red Lake, Minnesota,"3,993",50,99,10,8
Redwood, Minnesota,"14,619",147,977,574,16
Renville, Minnesota,"15,201",114,208,100,17
Rice, Minnesota,"60,746","2,625",638,"1,786",99
Rock, Minnesota,"9,447",105,86,96,6
Roseau, Minnesota,"14,862",111,290,447,14
St. Louis, Minnesota,"190,727","4,424","6,948","2,701",193
Scott, Minnesota,"119,296","4,841","2,130","8,849",238
Sherburne, Minnesota,"85,788","2,334",993,"1,566",66
Sibley, Minnesota,"14,945",147,124,126,11
Stearns, Minnesota,"142,141","6,110","1,242","3,817",191
Steele, Minnesota,"35,062","1,267",255,410,25
Stevens, Minnesota,"9,300",163,211,196,16
Swift, Minnesota,"9,515",114,85,42,4
Todd, Minnesota,"24,437",238,248,192,64
Traverse, Minnesota,"3,332",29,169,16,4
Wabasha, Minnesota,"21,239",175,144,145,8
Wadena, Minnesota,"13,444",203,182,79,10
Waseca, Minnesota,"18,417",555,226,188,20
Washington, Minnesota,"217,822","11,598","2,531","14,223",294
Watonwan, Minnesota,"10,819",154,158,131,6
Wilkin, Minnesota,"6,464",42,107,37,2
Winona, Minnesota,"49,233",895,379,"1,336",24
Wright, Minnesota,"122,805","2,245","1,019","2,131",110
Yellow Medicine, Minnesota,"9,863",70,402,71,11
Adams, Mississippi,"14,775","17,512",243,193,15
Alcorn, Mississippi,"32,570","4,605",250,190,22
Amite, Mississippi,"7,635","5,499",73,27,5
Attala, Mississippi,"11,087","8,154",102,90,7
Benton, Mississippi,"5,456","3,266",61,19,4
Bolivar, Mississippi,"11,769","21,871",128,251,32
Calhoun, Mississippi,"10,668","4,262",77,40,5
Carroll, Mississippi,"6,983","3,488",67,32,5
Chickasaw, Mississippi,"9,846","7,543",89,87,11
Choctaw, Mississippi,"5,806","2,575",56,20,6
Claiborne, Mississippi,"1,368","8,349",41,51,4
Clarke, Mississippi,"10,847","5,800",99,43,3
Clay, Mississippi,"8,402","12,065",87,65,2
Coahoma, Mississippi,"6,177","19,566",82,161,21
Copiah, Mississippi,"14,119","15,050",144,136,16
Covington, Mississippi,"12,459","7,026",87,66,9
DeSoto, Mississippi,"123,307","38,597","1,222","2,674",254
Forrest, Mississippi,"47,185","28,233",624,869,125
Franklin, Mississippi,"5,200","2,781",37,16,2
George, Mississippi,"20,761","1,983",175,78,5
Greene, Mississippi,"10,437","3,841",88,40,4
Grenada, Mississippi,"12,439","9,118",112,96,13
Hancock, Mississippi,"40,469","3,775",634,638,59
Harrison, Mississippi,"139,859","46,054","2,453","6,910",490
Hinds, Mississippi,"72,054","174,864","1,150","2,323",180
Holmes, Mississippi,"3,083","15,804",63,63,3
Humphreys, Mississippi,"2,286","7,016",41,34,7
Issaquena, Mississippi,480,890,5,6,0
Itawamba, Mississippi,"21,736","1,517",124,80,3
Jackson, Mississippi,"105,460","31,852","1,464","3,814",244
Jasper, Mississippi,"7,836","8,939",67,34,12
Jefferson, Mississippi,"1,080","6,519",27,9,1
Jefferson Davis, Mississippi,"4,884","7,277",81,35,4
Jones, Mississippi,"47,764","19,699",609,436,49
Kemper, Mississippi,"3,683","6,212",407,24,2
Lafayette, Mississippi,"35,393","11,862",343,"1,325",77
Lamar, Mississippi,"44,681","11,765",374,800,45
Lauderdale, Mississippi,"44,881","35,073",472,780,79
Lawrence, Mississippi,"8,629","3,981",71,52,5
Leake, Mississippi,"12,197","9,577","1,657",109,10
Lee, Mississippi,"59,820","24,021",478,757,57
Leflore, Mississippi,"8,425","23,284",202,229,16
Lincoln, Mississippi,"24,078","10,726",165,161,16
Lowndes, Mississippi,"33,029","26,266",361,570,61
Madison, Mississippi,"57,083","37,614",642,"2,447",143
Marion, Mississippi,"17,994","8,743",129,129,21
Marshall, Mississippi,"19,099","17,601",202,131,28
Monroe, Mississippi,"25,153","11,401",196,104,19
Montgomery, Mississippi,"5,816","4,913",47,45,2
Neshoba, Mississippi,"18,392","6,499","5,039",184,27
Newton, Mississippi,"13,875","6,565","1,131",96,8
Noxubee, Mississippi,"3,173","8,151",53,31,6
Oktibbeha, Mississippi,"28,715","17,804",273,"1,589",72
Panola, Mississippi,"17,388","17,113",202,143,19
Pearl River, Mississippi,"47,974","7,363",796,423,74
Perry, Mississippi,"9,689","2,547",85,34,6
Pike, Mississippi,"18,940","21,229",254,320,26
Pontotoc, Mississippi,"25,297","4,510",325,116,36
Prentiss, Mississippi,"21,629","3,731",145,85,21
Quitman, Mississippi,"2,372","5,638",60,25,8
Rankin, Mississippi,"113,955","28,243",880,"1,994",207
Scott, Mississippi,"17,044","11,052",268,144,177
Sharkey, Mississippi,"1,398","3,479",13,18,0
Simpson, Mississippi,"17,470","9,749",154,140,45
Smith, Mississippi,"12,622","3,888",58,31,6
Stone, Mississippi,"14,252","3,557",168,99,16
Sunflower, Mississippi,"7,523","20,943",142,108,16
Tallahatchie, Mississippi,"6,420","8,809",109,161,23
Tate, Mississippi,"19,771","9,000",175,130,30
Tippah, Mississippi,"18,382","3,721",139,63,23
Tishomingo, Mississippi,"18,944",624,143,53,14
Tunica, Mississippi,"2,667","7,871",53,97,18
Union, Mississippi,"23,099","4,231",185,109,47
Walthall, Mississippi,"8,431","6,931",134,65,23
Warren, Mississippi,"24,940","22,890",296,500,40
Washington, Mississippi,"14,030","36,126",208,380,39
Wayne, Mississippi,"12,484","8,150",108,62,10
Webster, Mississippi,"8,065","2,064",56,25,2
Wilkinson, Mississippi,"2,835","6,741",34,15,2
Winston, Mississippi,"10,090","8,774",261,66,8
Yalobusha, Mississippi,"7,710","4,829",63,37,6
Yazoo, Mississippi,"11,819","16,255",188,193,23
Adair, Missouri,"24,499",590,227,648,41
Andrew, Missouri,"17,056",188,152,107,12
Atchison, Missouri,"5,553",30,33,19,5
Audrain, Missouri,"23,662","1,921",209,185,37
Barry, Missouri,"34,505",251,789,544,30
Barton, Missouri,"12,138",116,361,85,22
Bates, Missouri,"16,709",229,252,57,10
Benton, Missouri,"18,758",120,290,102,18
Bollinger, Missouri,"12,235",63,155,41,1
Boone, Missouri,"142,665","17,985","1,996","7,651",312
Buchanan, Missouri,"82,912","6,140","1,092","1,120",324
Butler, Missouri,"40,075","2,721",687,416,33
Caldwell, Missouri,"9,079",103,137,46,9
Callaway, Missouri,"41,747","2,320",650,364,47
Camden, Missouri,"42,881",341,539,343,26
Cape Girardeau, Missouri,"69,729","6,342",640,"1,170",69
Carroll, Missouri,"9,027",236,64,36,8
Carter, Missouri,"6,204",54,136,24,3
Cass, Missouri,"94,727","4,410","1,444","1,104",170
Cedar, Missouri,"13,647",74,233,73,6
Chariton, Missouri,"7,543",192,49,16,0
Christian, Missouri,"77,101",954,"1,197",755,109
Clark, Missouri,"6,976",41,49,35,3
Clay, Missouri,"205,470","14,931","3,276","6,207",934
Clinton, Missouri,"20,115",442,307,132,20
Cole, Missouri,"66,250","9,634",664,"1,250",138
Cooper, Missouri,"16,190","1,344",191,119,20
Crawford, Missouri,"24,499",156,299,107,24
Dade, Missouri,"7,642",78,199,35,8
Dallas, Missouri,"16,526",105,347,69,20
Daviess, Missouri,"8,259",64,82,27,9
De Kalb, Missouri,"11,318","1,516",100,61,27
Dent, Missouri,"15,317",131,318,88,18
Douglas, Missouri,"13,466",88,262,61,11
Dunklin, Missouri,"28,571","3,484",299,163,26
Franklin, Missouri,"99,897","1,344",878,628,80
Gasconade, Missouri,"14,948",85,122,97,13
Gentry, Missouri,"6,764",44,44,24,1
Greene, Missouri,"261,608","11,271","4,905","6,167",611
Grundy, Missouri,"10,082",97,102,55,10
Harrison, Missouri,"8,791",72,83,34,15
Henry, Missouri,"21,739",354,319,102,23
Hickory, Missouri,"9,457",62,179,34,11
Holt, Missouri,"4,747",19,68,23,1
Howard, Missouri,"9,547",648,126,53,14
Howell, Missouri,"39,967",284,726,314,26
Iron, Missouri,"10,233",213,148,28,5
Jackson, Missouri,"492,342","173,999","11,184","14,952","3,015"
Jasper, Missouri,"111,332","3,797","3,912","1,679",684
Jefferson, Missouri,"215,486","2,949","1,937","2,095",142
Johnson, Missouri,"49,639","2,937",762,"1,322",220
Knox, Missouri,"4,070",34,33,26,4
Laclede, Missouri,"34,824",477,604,290,52
Lafayette, Missouri,"32,119","1,012",430,235,72
Lawrence, Missouri,"37,826",300,774,236,56
Lewis, Missouri,"9,840",399,87,47,11
Lincoln, Missouri,"51,635","1,391",535,358,58
Linn, Missouri,"12,408",183,76,47,2
Livingston, Missouri,"14,591",502,114,85,11
McDonald, Missouri,"21,320",379,"1,205",295,325
Macon, Missouri,"15,000",488,135,112,18
Madison, Missouri,"12,154",81,96,91,8
Maries, Missouri,"9,090",66,117,30,5
Marion, Missouri,"27,043","1,807",221,255,50
Mercer, Missouri,"3,731",27,39,21,3
Miller, Missouri,"24,439",260,361,123,48
Mississippi, Missouri,"10,765","3,517",83,40,7
Moniteau, Missouri,"14,943",656,172,88,24
Monroe, Missouri,"8,379",337,61,39,5
Montgomery, Missouri,"11,935",288,110,69,4
Morgan, Missouri,"19,997",253,366,115,10
New Madrid, Missouri,"15,670","3,122",146,130,19
Newton, Missouri,"55,425",877,"2,606","1,018",611
Nodaway, Missouri,"22,391",717,138,430,15
Oregon, Missouri,"10,841",75,268,52,14
Osage, Missouri,"13,816",73,71,26,7
Ozark, Missouri,"9,550",56,158,29,2
Pemiscot, Missouri,"13,182","5,048",131,81,14
Perry, Missouri,"18,606",148,170,118,29
Pettis, Missouri,"40,158","1,747",560,403,86
Phelps, Missouri,"42,268","1,439",789,"1,596",85
Pike, Missouri,"17,137","1,539",121,88,15
Platte, Missouri,"81,945","6,464","1,230","2,826",499
Polk, Missouri,"30,469",396,472,266,34
Pulaski, Missouri,"44,425","7,449","1,224","2,222",550
Putnam, Missouri,"4,918",26,30,28,4
Ralls, Missouri,"10,103",175,60,49,16
Randolph, Missouri,"23,500","1,813",254,180,21
Ray, Missouri,"22,749",460,274,122,33
Reynolds, Missouri,"6,572",82,120,26,3
Ripley, Missouri,"13,894",121,241,65,8
St. Charles, Missouri,"339,374","18,697","2,695","10,030",449
St. Clair, Missouri,"9,557",100,181,32,5
Ste. Genevieve, Missouri,"17,916",190,139,78,8
St. Francois, Missouri,"62,125","3,120",649,338,61
St. Louis, Missouri,"723,248","244,922","7,308","42,415",958
Saline, Missouri,"21,548","1,554",331,208,191
Schuyler, Missouri,"4,358",18,27,15,0
Scotland, Missouri,"4,804",14,24,15,0
Scott, Missouri,"34,398","4,780",360,204,35
Shannon, Missouri,"8,281",81,226,34,3
Shelby, Missouri,"6,164",61,31,23,3
Stoddard, Missouri,"29,338",388,291,95,16
Stone, Missouri,"31,504",196,480,157,29
Sullivan, Missouri,"6,510",70,87,24,16
Taney, Missouri,"51,083",933,"1,057",563,99
Texas, Missouri,"24,735",998,522,132,33
Vernon, Missouri,"20,548",217,337,161,25
Warren, Missouri,"31,593",973,373,222,35
Washington, Missouri,"24,347",668,295,78,16
Wayne, Missouri,"13,230",104,209,53,8
Webster, Missouri,"35,551",513,618,156,33
Worth, Missouri,"2,102",18,13,7,0
Wright, Missouri,"18,353",149,274,87,15
St. Louis city, Missouri,"151,130","160,373","3,477","11,405",452
Beaverhead, Montana,"8,939",62,249,76,47
Big Horn, Montana,"4,456",76,"8,734",101,16
Blaine, Montana,"3,268",28,"3,361",22,2
Broadwater, Montana,"5,606",35,137,19,11
Carbon, Montana,"9,906",61,172,38,6
Carter, Montana,"1,125",3,16,1,0
Cascade, Montana,"75,995","1,793","5,438","1,283",251
Chouteau, Montana,"4,482",25,"1,313",33,8
Custer, Montana,"11,430",83,366,67,17
Daniels, Montana,"1,719",12,55,11,1
Dawson, Montana,"8,775",69,271,47,6
Deer Lodge, Montana,"8,888",94,444,62,8
Fallon, Montana,"2,901",13,35,22,2
Fergus, Montana,"11,274",59,287,41,6
Flathead, Montana,"89,058",518,"2,333",963,156
Gallatin, Montana,"88,768",645,"1,612","1,692",183
Garfield, Montana,"1,262",5,11,3,0
Glacier, Montana,"4,721",54,"9,119",55,10
Golden Valley, Montana,829,10,16,10,2
Granite, Montana,"3,118",19,50,16,6
Hill, Montana,"12,554",129,"4,077",161,38
Jefferson, Montana,"11,211",57,347,81,10
Judith Basin, Montana,"2,008",6,25,5,0
Lake, Montana,"22,112",222,"8,494",233,63
Lewis and Clark, Montana,"62,059",548,"2,434",629,102
Liberty, Montana,"2,370",13,20,9,1
Lincoln, Montana,"19,237",101,554,138,30
McCone, Montana,"1,695",14,19,5,1
Madison, Montana,"7,591",49,118,42,8
Meagher, Montana,"1,875",5,23,10,1
Mineral, Montana,"4,122",36,139,44,3
Missoula, Montana,"104,892","1,148","4,710","2,170",255
Musselshell, Montana,"4,644",38,108,22,6
Park, Montana,"15,228",78,323,108,24
Petroleum, Montana,489,1,2,1,1
Phillips, Montana,"3,829",41,470,35,4
Pondera, Montana,"5,260",44,988,38,6
Powder River, Montana,"1,717",7,45,10,1
Powell, Montana,"6,619",108,383,55,11
Prairie, Montana,"1,141",13,17,13,2
