County,State,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander
Simpson, Kentucky,"15,512","1,827",121,156,13
Spencer, Kentucky,"16,729",358,107,95,12
Taylor, Kentucky,"23,126","1,471",137,167,20
Todd, Kentucky,"11,362","1,096",76,34,9
Trigg, Kentucky,"13,069","1,300",134,81,16
Trimble, Kentucky,"8,658",78,87,65,5
Union, Kentucky,"13,198","2,129",91,78,8
Warren, Kentucky,"99,658","11,718",948,"3,725",259
Washington, Kentucky,"10,977",834,53,45,4
Wayne, Kentucky,"20,349",447,156,98,21
Webster, Kentucky,"12,886",679,95,51,58
Whitley, Kentucky,"35,214",344,329,182,25
Wolfe, Kentucky,"7,317",28,41,5,0
Woodford, Kentucky,"23,517","1,454",147,174,40
Acadia, Louisiana,"50,206","11,762",370,210,18
Allen, Louisiana,"18,861","6,203",789,231,18
Ascension, Louisiana,"82,009","24,766",775,"1,348",133
Assumption, Louisiana,"15,983","7,235",214,84,19
Avoyelles, Louisiana,"28,778","12,901",809,240,28
Beauregard, Louisiana,"30,392","5,099",746,395,54
Bienville, Louisiana,"8,157","6,163",123,58,5
Bossier, Louisiana,"89,446","25,934","1,541","2,793",308
Caddo, Louisiana,"129,793","122,921","2,643","3,540",337
Calcasieu, Louisiana,"141,034","50,391","2,268","2,742",227
Caldwell, Louisiana,"8,320","1,792",66,34,6
Cameron, Louisiana,"6,622",152,58,10,2
Catahoula, Louisiana,"7,053","3,333",60,7,2
Claiborne, Louisiana,"8,309","8,800",124,63,14
Concordia, Louisiana,"12,166","8,627",120,70,10
De Soto, Louisiana,"15,923","10,641",375,75,20
East Baton Rouge, Louisiana,"225,116","203,405","3,077","14,276",372
East Carroll, Louisiana,"2,319","5,384",43,52,0
East Feliciana, Louisiana,"10,960","9,197",149,85,12
Evangeline, Louisiana,"24,020","9,900",189,154,16
Franklin, Louisiana,"14,152","6,670",96,60,12
Grant, Louisiana,"18,517","3,628",384,108,21
Iberia, Louisiana,"47,333","24,318",549,"1,990",74
Iberville, Louisiana,"16,672","16,666",149,130,19
Jackson, Louisiana,"11,335","4,970",109,57,12
Jefferson, Louisiana,"296,024","118,717","4,894","19,169",567
Jefferson Davis, Louisiana,"25,860","5,864",311,124,20
Lafayette, Louisiana,"159,773","59,429","1,794","4,079",223
Lafourche, Louisiana,"79,959","13,665","3,704",896,94
La Salle, Louisiana,"12,928","1,848",209,42,5
Lincoln, Louisiana,"26,704","19,312",352,943,70
Livingston, Louisiana,"120,644","7,182","1,181",911,67
Madison, Louisiana,"4,635","7,454",76,39,2
Morehouse, Louisiana,"14,570","13,258",151,148,26
Natchitoches, Louisiana,"22,383","16,788",786,286,54
Orleans, Louisiana,"123,356","214,566","3,407","11,564",477
Ouachita, Louisiana,"95,175","57,469","1,068","1,851",168
Plaquemines, Louisiana,"17,085","5,039",670,871,53
Pointe Coupee, Louisiana,"14,378","8,384",123,87,5
Rapides, Louisiana,"86,430","43,256","2,071","2,042",145
Red River, Louisiana,"5,415","3,615",57,18,5
Richland, Louisiana,"13,149","7,546",126,85,9
Sabine, Louisiana,"17,992","4,263","2,664",115,24
St. Bernard, Louisiana,"28,951","7,085",699,926,77
St. Charles, Louisiana,"37,962","14,496",464,597,58
St. Helena, Louisiana,"5,146","6,025",95,23,9
St. James, Louisiana,"10,756","11,228",86,73,9
St. John the Baptist, Louisiana,"20,421","24,934",344,447,62
St. Landry, Louisiana,"47,978","35,342",563,478,64
St. Martin, Louisiana,"35,416","16,454",422,527,36
St. Mary, Louisiana,"34,592","18,338","1,412","1,140",85
St. Tammany, Louisiana,"202,415","28,958","2,814","4,022",278
Tangipahoa, Louisiana,"83,161","37,674","1,103","1,062",145
Tensas, Louisiana,"2,263","2,971",22,17,2
Terrebonne, Louisiana,"82,276","22,295","7,602","1,485",256
Union, Louisiana,"16,390","6,288",160,69,24
Vermilion, Louisiana,"48,248","8,759",496,"1,294",30
Vernon, Louisiana,"42,727","8,674","1,446","1,607",403
Washington, Louisiana,"32,159","14,877",383,187,23
Webster, Louisiana,"27,002","14,097",367,202,19
West Baton Rouge, Louisiana,"14,712","9,232",153,120,17
West Carroll, Louisiana,"9,650","1,882",106,48,4
West Feliciana, Louisiana,"8,267","7,325",69,39,6
Winn, Louisiana,"10,414","4,785",175,61,9
Androscoggin, Maine,"102,296","4,920","1,235","1,231",104
Aroostook, Maine,"69,640",675,"1,842",453,44
Cumberland, Maine,"267,163","8,748","2,672","7,660",250
Franklin, Maine,"30,356",170,370,216,19
Hancock, Maine,"53,392",403,567,586,26
Kennebec, Maine,"119,715","1,265","1,668","1,339",118
Knox, Maine,"39,154",344,470,275,24
Lincoln, Maine,"33,941",218,340,249,17
Oxford, Maine,"56,931",416,761,507,43
Penobscot, Maine,"149,273","1,823","3,073","1,892",119
Piscataquis, Maine,"17,237",122,211,163,20
Sagadahoc, Maine,"34,533",460,392,390,29
Somerset, Maine,"51,430",400,651,397,33
Waldo, Maine,"38,291",265,512,229,29
Washington, Maine,"30,857",239,"1,984",247,24
York, Maine,"193,179","1,909","1,919","2,753",120
Allegany, Maryland,"68,183","6,776",383,756,56
Anne Arundel, Maryland,"430,481","92,876","5,799","24,180","1,298"
Baltimore, Maryland,"544,793","223,813","7,937","46,982","1,180"
Calvert, Maryland,"74,934","13,193",975,"2,099",164
Caroline, Maryland,"27,816","5,065",392,300,133
Carroll, Maryland,"158,704","6,553",945,"3,336",152
Cecil, Maryland,"93,010","7,548",914,"1,608",151
Charles, Maryland,"79,192","64,603","2,681","6,023",356
Dorchester, Maryland,"22,985","9,561",295,395,45
Frederick, Maryland,"202,296","23,800","2,276","11,358",400
Garrett, Maryland,"29,640",390,113,105,20
Harford, Maryland,"205,929","34,883","2,046","7,795",506
Howard, Maryland,"191,810","56,418","3,365","46,747",520
Kent, Maryland,"16,863","3,309",119,246,28
Montgomery, Maryland,"649,110","189,143","13,496","153,559","2,284"
Prince George''s, Maryland,"241,059","586,982","17,623","42,678","2,525"
Queen Anne''s, Maryland,"43,782","3,710",369,704,57
St. Mary''s, Maryland,"86,910","17,006","1,181","3,737",252
Somerset, Maryland,"14,855","11,575",233,278,35
Talbot, Maryland,"32,223","5,271",224,616,71
Washington, Maryland,"130,267","16,960","1,116","2,756",204
Wicomico, Maryland,"71,390","25,769",766,"3,077",202
Worcester, Maryland,"43,563","7,530",362,759,65
Baltimore city, Maryland,"201,953","405,747","7,264","18,188",998
Barnstable, Massachusetts,"206,845","6,245","2,791","3,374",271
Berkshire, Massachusetts,"125,259","5,266",952,"2,316",157
Bristol, Massachusetts,"510,810","28,159","6,170","12,981","1,116"
Dukes, Massachusetts,"15,600",777,398,239,67
Essex, Massachusetts,"671,618","50,629","9,779","27,620","1,730"
Franklin, Massachusetts,"69,056","1,442",789,"1,326",131
Hampden, Massachusetts,"400,558","55,570","6,926","11,406","1,180"
Hampshire, Massachusetts,"146,271","5,965","1,253","9,148",319
Middlesex, Massachusetts,"1,278,038","87,819","9,100","159,190","2,276"
Nantucket, Massachusetts,"9,288",800,42,148,15
Norfolk, Massachusetts,"569,666","45,214","3,436","64,594",773
Plymouth, Massachusetts,"441,438","49,108","3,902","8,609","1,041"
Suffolk, Massachusetts,"474,189","190,751","10,831","67,412","2,358"
Worcester, Massachusetts,"725,273","45,288","6,627","37,300","1,020"
Alcona, Michigan,"10,770",41,126,42,1
Alger, Michigan,"8,514",678,568,57,4
Allegan, Michigan,"108,517","2,166","1,589",968,71
Alpena, Michigan,"29,124",188,299,205,17
Antrim, Michigan,"23,144",152,456,85,16
Arenac, Michigan,"15,602",103,281,62,18
Baraga, Michigan,"7,017",707,"1,457",49,7
Barry, Michigan,"58,299",483,680,321,27
Bay, Michigan,"104,640","2,783","1,438",830,58
Benzie, Michigan,"17,112",153,362,81,8
Berrien, Michigan,"128,618","26,036","2,178","3,273",264
Branch, Michigan,"43,310","1,577",483,397,32
Calhoun, Michigan,"117,447","17,462","2,285","2,785",208
Cass, Michigan,"48,356","3,624","1,097",528,58
Charlevoix, Michigan,"25,313",191,691,164,26
Cheboygan, Michigan,"25,061",261,"1,283",113,24
Chippewa, Michigan,"29,581","2,669","7,526",422,67
Clare, Michigan,"30,525",278,467,134,16
Clinton, Michigan,"72,266","2,108",812,"1,442",71
Crawford, Michigan,"13,853",106,150,77,8
Delta, Michigan,"35,916",252,"1,397",251,25
Dickinson, Michigan,"25,775",180,307,176,18
Eaton, Michigan,"98,278","8,192","1,411","2,299",121
Emmet, Michigan,"31,076",328,"1,674",250,27
Genesee, Michigan,"328,903","94,541","6,479","5,583",355
Gladwin, Michigan,"25,446",133,254,103,7
Gogebic, Michigan,"15,290",724,534,68,7
Grand Traverse, Michigan,"84,182","1,542","1,726",910,86
Gratiot, Michigan,"39,626","2,536",425,217,24
Hillsdale, Michigan,"45,964",399,474,265,20
Houghton, Michigan,"35,099",413,470,"1,179",37
Huron, Michigan,"32,670",216,247,199,14
Ingham, Michigan,"229,168","40,004","4,743","17,030",458
Ionia, Michigan,"60,152","3,359",708,387,43
Iosco, Michigan,"25,344",241,395,174,27
Iron, Michigan,"11,629",69,215,47,5
Isabella, Michigan,"64,718","2,486","3,405","1,490",93
Jackson, Michigan,"145,163","15,337","1,790","1,596",135
Kalamazoo, Michigan,"215,167","32,704","3,719","7,270",338
Kalkaska, Michigan,"16,863",145,306,70,5
Kent, Michigan,"520,796","71,312","9,431","17,546",937
Keweenaw, Michigan,"2,135",13,16,5,0
Lake, Michigan,"10,306","1,203",227,57,10
Lapeer, Michigan,"86,394","1,274","1,002",502,36
Leelanau, Michigan,"20,664",175,"1,035",145,16
Lenawee, Michigan,"95,834","3,418","1,304",784,80
Livingston, Michigan,"177,794","1,343","1,788","2,092",144
Luce, Michigan,"5,511",778,473,38,7
Mackinac, Michigan,"9,065",136,"2,410",54,13
Macomb, Michigan,"737,193","81,531","8,248","30,772",985
Manistee, Michigan,"23,279",780,799,120,23
Marquette, Michigan,"64,295","1,497","1,965",615,54
Mason, Michigan,"28,066",370,545,202,16
Mecosta, Michigan,"41,015","1,567",703,423,52
Menominee, Michigan,"23,153",167,807,106,18
Midland, Michigan,"80,548","1,469",846,"1,867",81
Missaukee, Michigan,"14,614",102,194,73,6
Monroe, Michigan,"147,046","4,441","1,563","1,251",88
Montcalm, Michigan,"61,133","1,785",803,364,55
Montmorency, Michigan,"9,686",55,127,34,8
Muskegon, Michigan,"144,079","27,397","3,354","1,545",164
Newaygo, Michigan,"47,196",787,792,291,28
Oakland, Michigan,"960,910","177,510","11,482","77,504","1,214"
Oceana, Michigan,"25,908",260,579,119,20
Ogemaw, Michigan,"21,345",119,345,102,15
Ontonagon, Michigan,"6,638",29,127,26,6
Osceola, Michigan,"23,144",294,350,91,20
Oscoda, Michigan,"8,530",43,118,24,11
Otsego, Michigan,"23,759",210,382,144,21
Ottawa, Michigan,"250,907","6,071","2,893","8,307",232
Presque Isle, Michigan,"13,090",101,151,66,8
Roscommon, Michigan,"24,097",181,342,115,10
Saginaw, Michigan,"157,391","41,282","2,254","2,703",222
St. Clair, Michigan,"156,896","5,471","2,065","1,241",101
St. Joseph, Michigan,"58,776","2,257",754,608,48
Sanilac, Michigan,"42,495",312,441,209,19
Schoolcraft, Michigan,"7,704",73,938,35,5
Shiawassee, Michigan,"69,585",662,830,400,57
Tuscola, Michigan,"54,532",822,689,240,31
Van Buren, Michigan,"71,575","3,994","1,716",614,79
Washtenaw, Michigan,"270,771","49,818","4,310","31,716",507
Wayne, Michigan,"1,014,604","760,743","22,748","58,237","1,750"
Wexford, Michigan,"32,184",298,466,261,25
Aitkin, Minnesota,"15,721",148,492,63,9
Anoka, Minnesota,"300,316","18,476","5,256","15,522",355
Becker, Minnesota,"29,764",281,"3,211",216,19
Beltrami, Minnesota,"34,787",610,"10,066",491,49
Benton, Minnesota,"37,050","1,054",343,599,21
Big Stone, Minnesota,"5,214",26,41,14,1
Blue Earth, Minnesota,"60,681","2,208",451,"1,621",55
Brown, Minnesota,"25,590",138,85,200,13
Carlton, Minnesota,"32,614",668,"2,658",287,27
Carver, Minnesota,"87,273","1,640",625,"3,088",70
Cass, Minnesota,"25,219",184,"3,662",180,22
Chippewa, Minnesota,"12,078",110,194,92,109
Chisago, Minnesota,"52,408",873,626,643,38
Clay, Minnesota,"56,483","1,291","1,322","1,199",64
Clearwater, Minnesota,"7,860",80,954,60,6
Cook, Minnesota,"4,654",54,514,50,7
Cottonwood, Minnesota,"11,208",148,89,364,29
Crow Wing, Minnesota,"61,422",634,968,423,46
Dakota, Minnesota,"358,816","24,518","4,807","21,077",635
Dodge, Minnesota,"19,892",175,143,161,16
Douglas, Minnesota,"35,538",280,251,245,15
Faribault, Minnesota,"14,331",98,121,65,2
Fillmore, Minnesota,"20,672",121,89,109,7
Freeborn, Minnesota,"30,529",403,217,350,51
Goodhue, Minnesota,"44,800",723,822,432,57
Grant, Minnesota,"5,948",42,33,30,7
Hennepin, Minnesota,"922,673","158,850","25,073","83,505","1,912"
Houston, Minnesota,"18,758",202,103,142,11
Hubbard, Minnesota,"19,723",179,779,93,23
Isanti, Minnesota,"37,074",454,456,476,45
Itasca, Minnesota,"43,100",358,"2,189",267,38
Jackson, Minnesota,"10,033",97,69,170,10
Kanabec, Minnesota,"16,018",137,221,98,9
Kandiyohi, Minnesota,"40,803","1,187",343,298,59
Kittson, Minnesota,"4,509",16,15,23,0
Koochiching, Minnesota,"12,837",150,463,78,9
Lac qui Parle, Minnesota,"7,151",43,40,42,12
Lake, Minnesota,"10,754",67,131,49,5
Lake of the Woods, Minnesota,"3,958",41,71,47,0
Le Sueur, Minnesota,"27,314",192,201,233,15
Lincoln, Minnesota,"5,837",25,24,20,4
Lyon, Minnesota,"24,360",769,274,784,30
McLeod, Minnesota,"35,973",341,212,363,32
Mahnomen, Minnesota,"3,155",80,"2,628",31,4
Marshall, Minnesota,"9,310",50,91,40,8
Martin, Minnesota,"20,544",132,111,156,11
Meeker, Minnesota,"23,072",154,99,89,27
Mille Lacs, Minnesota,"24,258",240,"1,857",158,22
Morrison, Minnesota,"32,878",250,267,166,21
Mower, Minnesota,"37,397","1,144",284,831,80
Murray, Minnesota,"8,563",55,53,84,2
Nicollet, Minnesota,"31,468",833,236,581,22
Nobles, Minnesota,"19,130",862,296,"1,324",49
Norman, Minnesota,"6,675",56,213,47,5
Olmsted, Minnesota,"128,543","8,422","1,055","9,143",200
Otter Tail, Minnesota,"56,163",604,625,432,57
Pennington, Minnesota,"13,396",292,355,130,7
Pine, Minnesota,"27,982",796,"1,213",234,31
Pipestone, Minnesota,"9,304",131,203,102,12
Polk, Minnesota,"30,615",453,845,303,22
Pope, Minnesota,"10,855",76,61,59,6
Ramsey, Minnesota,"384,103","66,683","10,667","64,654","1,001"
Red Lake, Minnesota,"3,987",30,90,15,6
Redwood, Minnesota,"14,586",147,988,595,12
Renville, Minnesota,"15,434",98,200,90,12
Rice, Minnesota,"60,348","2,429",625,"1,727",98
Rock, Minnesota,"9,490",99,84,96,7
Roseau, Minnesota,"14,909",92,300,447,9
St. Louis, Minnesota,"190,708","4,272","6,906","2,668",196
Scott, Minnesota,"117,724","4,504","2,087","8,617",228
Sherburne, Minnesota,"85,378","2,301",965,"1,544",72
Sibley, Minnesota,"15,022",143,113,126,12
Stearns, Minnesota,"142,068","5,769","1,189","3,721",180
Steele, Minnesota,"35,044","1,230",231,405,22
Stevens, Minnesota,"9,336",143,211,183,6
Swift, Minnesota,"9,627",88,77,34,6
Todd, Minnesota,"24,496",224,238,178,60
Traverse, Minnesota,"3,379",29,156,15,3
Wabasha, Minnesota,"21,376",179,137,148,12
Wadena, Minnesota,"13,593",211,172,73,6
Waseca, Minnesota,"18,411",524,229,183,13
Washington, Minnesota,"216,259","10,918","2,513","13,876",291
Watonwan, Minnesota,"10,892",138,154,123,4
Wilkin, Minnesota,"6,473",46,91,30,1
Winona, Minnesota,"49,333",880,381,"1,318",16
Wright, Minnesota,"121,662","2,137","1,013","2,052",82
Yellow Medicine, Minnesota,"10,044",67,393,55,9
Adams, Mississippi,"14,872","17,605",235,184,12
Alcorn, Mississippi,"32,577","4,442",242,174,20
Amite, Mississippi,"7,649","5,452",56,26,7
Attala, Mississippi,"11,211","8,289",81,81,11
Benton, Mississippi,"5,401","3,298",56,21,6
Bolivar, Mississippi,"11,847","22,068",114,245,32
Calhoun, Mississippi,"10,703","4,285",68,34,8
Carroll, Mississippi,"7,077","3,521",53,36,3
Chickasaw, Mississippi,"9,883","7,493",69,75,16
Choctaw, Mississippi,"5,935","2,630",48,24,6
Claiborne, Mississippi,"1,393","8,142",29,52,4
Clarke, Mississippi,"10,862","5,842",89,41,3
Clay, Mississippi,"8,482","12,041",70,69,10
Coahoma, Mississippi,"6,170","19,818",76,155,19
Copiah, Mississippi,"14,188","15,167",137,132,21
Covington, Mississippi,"12,607","6,975",69,67,13
DeSoto, Mississippi,"122,929","36,961","1,222","2,596",237
Forrest, Mississippi,"46,671","27,912",593,777,114
Franklin, Mississippi,"5,291","2,831",28,12,1
George, Mississippi,"20,660","1,944",150,83,5
Greene, Mississippi,"10,577","3,825",80,32,1
Grenada, Mississippi,"12,637","9,188",99,86,7
Hancock, Mississippi,"40,041","3,589",602,607,51
Harrison, Mississippi,"138,433","44,402","2,442","6,749",521
Hinds, Mississippi,"72,300","171,952","1,114","2,312",186
Holmes, Mississippi,"3,088","16,009",54,47,6
Humphreys, Mississippi,"2,307","7,029",38,30,4
Issaquena, Mississippi,489,901,4,6,0
Itawamba, Mississippi,"21,850","1,479",121,70,6
Jackson, Mississippi,"105,267","31,517","1,460","3,751",213
Jasper, Mississippi,"7,984","9,001",51,33,7
Jefferson, Mississippi,"1,087","6,627",25,5,1
Jefferson Davis, Mississippi,"4,945","7,506",71,29,5
Jones, Mississippi,"47,691","19,662",590,418,55
Kemper, Mississippi,"3,771","6,343",411,24,3
Lafayette, Mississippi,"34,903","11,536",322,"1,222",76
Lamar, Mississippi,"44,094","11,352",349,769,42
Lauderdale, Mississippi,"44,819","34,868",446,747,78
Lawrence, Mississippi,"8,808","4,058",80,46,4
Leake, Mississippi,"12,380","9,809","1,688",107,10
Lee, Mississippi,"59,232","23,504",455,681,64
Leflore, Mississippi,"8,500","23,576",214,220,17
Lincoln, Mississippi,"24,135","10,645",170,158,27
Lowndes, Mississippi,"33,064","26,411",354,557,72
Madison, Mississippi,"56,054","37,118",664,"2,354",147
Marion, Mississippi,"18,135","8,900",138,122,21
Marshall, Mississippi,"19,333","17,684",210,115,28
Monroe, Mississippi,"25,261","11,604",200,96,14
Montgomery, Mississippi,"5,879","4,985",42,46,3
Neshoba, Mississippi,"18,381","6,492","5,003",170,33
Newton, Mississippi,"13,951","6,659","1,162",80,8
Noxubee, Mississippi,"3,215","8,269",49,29,6
Oktibbeha, Mississippi,"28,717","17,717",278,"1,492",78
Panola, Mississippi,"17,586","17,061",201,137,24
Pearl River, Mississippi,"48,225","7,291",795,397,80
Perry, Mississippi,"9,656","2,530",78,37,9
Pike, Mississippi,"19,058","21,132",234,302,31
Pontotoc, Mississippi,"25,445","4,449",331,113,40
Prentiss, Mississippi,"21,588","3,675",144,65,14
Quitman, Mississippi,"2,436","5,734",50,25,2
Rankin, Mississippi,"112,828","27,730",882,"1,959",222
Scott, Mississippi,"17,052","11,030",263,125,178
Sharkey, Mississippi,"1,396","3,479",8,16,1
Simpson, Mississippi,"17,544","9,838",158,127,49
Smith, Mississippi,"12,596","3,861",45,30,8
Stone, Mississippi,"14,261","3,536",168,105,19
Sunflower, Mississippi,"7,591","21,315",129,108,15
Tallahatchie, Mississippi,"6,426","8,787",108,155,22
Tate, Mississippi,"19,948","9,071",180,120,21
Tippah, Mississippi,"18,470","3,780",143,72,15
Tishomingo, Mississippi,"18,940",613,141,42,10
Tunica, Mississippi,"2,731","7,967",54,77,16
Union, Mississippi,"23,009","4,179",200,97,34
Walthall, Mississippi,"8,453","6,929",127,64,13
Warren, Mississippi,"25,148","23,240",294,509,37
Washington, Mississippi,"14,134","36,664",213,356,31
Wayne, Mississippi,"12,534","8,222",106,59,8
Webster, Mississippi,"8,191","2,104",45,19,2
Wilkinson, Mississippi,"2,856","6,995",28,8,1
Winston, Mississippi,"10,153","8,865",257,56,9
Yalobusha, Mississippi,"7,798","4,866",66,28,2
Yazoo, Mississippi,"11,728","16,202",191,175,20
Adair, Missouri,"24,589",593,231,599,34
Andrew, Missouri,"17,163",171,144,98,5
Atchison, Missouri,"5,618",35,35,14,3
Audrain, Missouri,"23,557","1,923",217,170,25
Barry, Missouri,"34,749",240,787,546,23
Barton, Missouri,"12,143",124,350,64,17
Bates, Missouri,"16,743",230,251,51,7
Benton, Missouri,"18,869",115,274,89,9
Bollinger, Missouri,"12,201",62,152,39,0
Boone, Missouri,"140,518","17,654","1,970","7,392",269
Buchanan, Missouri,"82,789","5,851","1,090","1,018",291
Butler, Missouri,"39,922","2,659",668,403,35
Caldwell, Missouri,"9,336",95,115,45,12
Callaway, Missouri,"41,746","2,373",631,357,57
Camden, Missouri,"43,382",319,526,287,35
Cape Girardeau, Missouri,"69,167","6,152",633,"1,169",72
Carroll, Missouri,"9,067",212,51,27,14
Carter, Missouri,"6,204",42,129,18,8
Cass, Missouri,"94,613","4,293","1,406","1,100",155
Cedar, Missouri,"13,832",68,230,65,9
Chariton, Missouri,"7,664",194,46,13,1
Christian, Missouri,"76,380",892,"1,171",682,114
Clark, Missouri,"7,083",38,48,32,3
Clay, Missouri,"203,731","14,363","3,237","6,003",906
Clinton, Missouri,"20,203",434,292,117,20
Cole, Missouri,"66,118","9,365",676,"1,267",115
Cooper, Missouri,"16,207","1,363",179,119,20
Crawford, Missouri,"24,326",152,287,105,25
Dade, Missouri,"7,733",72,182,45,7
Dallas, Missouri,"16,490",108,324,79,18
Daviess, Missouri,"8,388",62,77,22,5
De Kalb, Missouri,"11,297","1,501",93,50,24
Dent, Missouri,"15,464",129,299,76,16
Douglas, Missouri,"13,501",94,230,66,1
Dunklin, Missouri,"28,569","3,411",268,168,28
Franklin, Missouri,"99,831","1,276",870,604,71
Gasconade, Missouri,"15,092",75,113,86,13
Gentry, Missouri,"6,675",42,35,24,0
Greene, Missouri,"260,016","10,976","4,887","5,986",598
Grundy, Missouri,"10,105",90,93,58,6
Harrison, Missouri,"8,846",60,73,35,15
Henry, Missouri,"21,823",329,289,91,20
Hickory, Missouri,"9,515",60,169,30,13
Holt, Missouri,"4,828",15,62,17,3
Howard, Missouri,"9,498",642,105,47,18
Howell, Missouri,"39,905",274,707,293,34
Iron, Missouri,"10,384",183,141,29,5
Jackson, Missouri,"491,746","174,233","11,233","14,621","2,959"
Jasper, Missouri,"111,337","3,749","3,889","1,625",669
Jefferson, Missouri,"214,961","2,844","1,961","2,063",134
Johnson, Missouri,"48,979","2,849",760,"1,259",215
Knox, Missouri,"4,091",34,31,14,1
Laclede, Missouri,"34,934",459,604,277,44
Lafayette, Missouri,"32,286","1,044",440,229,72
Lawrence, Missouri,"37,903",255,747,217,49
Lewis, Missouri,"9,799",402,87,44,12
Lincoln, Missouri,"51,247","1,417",561,347,56
Linn, Missouri,"12,598",177,77,43,5
Livingston, Missouri,"14,659",467,115,67,10
McDonald, Missouri,"21,659",295,"1,235",261,297
Macon, Missouri,"15,123",484,130,100,23
Madison, Missouri,"12,067",68,99,64,8
Maries, Missouri,"9,093",56,113,21,5
Marion, Missouri,"27,097","1,779",229,235,48
Mercer, Missouri,"3,731",21,33,26,1
Miller, Missouri,"24,337",202,359,111,53
Mississippi, Missouri,"10,846","3,495",69,47,7
Moniteau, Missouri,"14,904",633,153,89,16
Monroe, Missouri,"8,468",315,64,40,3
Montgomery, Missouri,"11,969",274,110,53,9
Morgan, Missouri,"20,203",227,359,122,18
New Madrid, Missouri,"15,791","3,143",141,118,16
Newton, Missouri,"54,810",830,"2,577",991,648
Nodaway, Missouri,"22,290",703,133,449,22
Oregon, Missouri,"10,728",57,246,48,14
Osage, Missouri,"13,788",59,60,24,10
Ozark, Missouri,"9,629",52,150,28,7
Pemiscot, Missouri,"13,232","5,056",135,66,14
Perry, Missouri,"18,700",130,146,118,28
Pettis, Missouri,"40,304","1,752",561,387,69
Phelps, Missouri,"42,497","1,386",753,"1,586",81
Pike, Missouri,"17,045","1,473",119,70,21
Platte, Missouri,"81,176","6,243","1,214","2,721",433
Polk, Missouri,"30,512",371,478,232,28
Pulaski, Missouri,"44,097","7,374","1,194","2,155",538
Putnam, Missouri,"4,927",24,32,28,5
Ralls, Missouri,"10,016",144,62,34,17
Randolph, Missouri,"23,715","1,793",256,174,25
Ray, Missouri,"22,950",422,262,111,34
Reynolds, Missouri,"6,581",71,114,28,3
Ripley, Missouri,"13,882",92,239,75,7
St. Charles, Missouri,"336,755","18,092","2,637","9,794",444
St. Clair, Missouri,"9,688",86,171,35,9
Ste. Genevieve, Missouri,"17,886",189,133,80,8
St. Francois, Missouri,"62,136","3,047",640,349,53
St. Louis, Missouri,"724,625","243,888","7,232","41,135",954
Saline, Missouri,"21,631","1,554",328,213,191
Schuyler, Missouri,"4,417",11,26,14,3
Scotland, Missouri,"4,803",9,25,14,2
Scott, Missouri,"34,466","4,820",351,191,32
Shannon, Missouri,"8,321",66,210,32,4
Shelby, Missouri,"6,309",53,24,22,3
Stoddard, Missouri,"29,540",365,278,85,19
Stone, Missouri,"31,672",166,459,148,23
Sullivan, Missouri,"6,584",59,82,18,15
Taney, Missouri,"50,491",795,"1,042",529,79
Texas, Missouri,"24,849",986,515,124,22
Vernon, Missouri,"20,743",191,324,153,20
Warren, Missouri,"31,596",916,372,223,24
Washington, Missouri,"24,439",659,278,79,11
Wayne, Missouri,"13,374",89,205,51,6
Webster, Missouri,"35,590",490,598,142,27
Worth, Missouri,"2,126",18,10,6,1
Wright, Missouri,"18,571",150,258,77,12
St. Louis city, Missouri,"149,938","161,654","3,507","11,361",422
Beaverhead, Montana,"8,993",55,232,69,52
Big Horn, Montana,"4,407",77,"8,660",85,10
Blaine, Montana,"3,241",24,"3,307",25,7
Broadwater, Montana,"5,524",33,131,17,13
Carbon, Montana,"9,910",50,149,36,8
Carter, Montana,"1,141",1,16,2,1
Cascade, Montana,"75,920","1,698","5,360","1,305",229
Chouteau, Montana,"4,495",19,"1,331",34,11
Custer, Montana,"11,391",69,341,68,19
Daniels, Montana,"1,696",10,58,8,0
Dawson, Montana,"8,710",51,264,43,7
Deer Lodge, Montana,"8,909",87,453,63,11
Fallon, Montana,"2,855",16,27,23,2
Fergus, Montana,"11,375",51,259,51,5
Flathead, Montana,"88,949",467,"2,288",921,150
Gallatin, Montana,"87,212",568,"1,588","1,623",166
Garfield, Montana,"1,174",7,7,1,0
Glacier, Montana,"4,577",59,"9,118",56,11
Golden Valley, Montana,863,3,19,10,1
Granite, Montana,"3,052",12,44,12,3
Hill, Montana,"12,466",112,"3,940",129,34
Jefferson, Montana,"11,175",57,342,75,12
Judith Basin, Montana,"2,043",6,21,5,1
Lake, Montana,"22,058",201,"8,331",211,66
Lewis and Clark, Montana,"61,540",422,"2,380",601,117
Liberty, Montana,"2,342",9,22,7,3
Lincoln, Montana,"19,365",89,519,117,23
McCone, Montana,"1,720",10,20,7,0
Madison, Montana,"7,601",30,121,37,9
Meagher, Montana,"1,875",6,23,12,1
Mineral, Montana,"4,098",28,131,44,7
Missoula, Montana,"104,433",973,"4,611","2,051",274
Musselshell, Montana,"4,465",26,107,19,4
Park, Montana,"15,347",56,297,101,20
Petroleum, Montana,492,0,3,0,0
Phillips, Montana,"3,886",19,490,23,6
Pondera, Montana,"5,253",31,984,33,12
Powder River, Montana,"1,695",2,54,7,3
Powell, Montana,"6,592",89,370,48,9
Prairie, Montana,"1,180",10,20,10,0
